material_0,initial TN(%),initial TC(%),initial moisture content(%),initial CN(%),initial pH,material_1,Excipients_1,Additive Species,N2O-N loss  (%)
4,2.233711866666666,28.46501826666665,72.13000000000001,19.11,5.67,10,20,4,0.059000000000000004
4,2.375968732831738,32.49411828666666,69.74000000000001,13.27,7.56,10,29,4,0.0427
4,2.444810466666667,39.01730444,71.05,13.56,8.08,10,18,4,0.0335
4,6.045013729436318,71.90582510521976,71.05,13.56,8.08,10,18,4,0.038900000000000004
3,2.589267900000001,36.58572513201857,61.42999999999999,14.0,6.62,8,19,4,0.02
3,2.5400561,37.62363871930393,65.75,14.0,7.06,8,19,4,1.4000000000000001
3,2.300834533333334,46.11927424547564,65.59,14.93,8.48,0,19,4,0.1
3,2.573126400000001,40.52929370904874,76.09,14.43,7.74,0,19,4,0.06
3,2.575616200000001,39.41481476751742,40.0,15.0,6.72,8,3,4,0.13999999999999999
3,2.797464615746701,57.17435090116007,60.0,15.0,6.76,8,3,4,0.19
3,2.621616200000001,40.09538573503483,80.0,15.0,6.63,8,3,4,0.21
3,2.697619933333332,40.38357253503482,60.0,15.0,6.82,8,3,4,0.08
3,1.89837974812454,37.24609330904872,60.0,15.0,-1.0,8,3,4,0.136
3,1.654720268808591,41.45347823229465,60.0,20.0,-1.0,8,3,4,0.214
3,1.662037056274191,46.24829314453593,60.0,25.0,-1.0,8,3,4,0.27899999999999997
3,1.693771898769985,44.98550102088168,60.0,30.0,-1.0,8,3,4,0.315
1,2.074209909484245,43.28969311925756,66.9,25.0,5.75,10,35,4,1.68
1,2.223000581669822,42.71665491322508,58.599999999999994,20.9,5.36,10,0,4,0.69
1,2.13145271346793,39.61294208399073,53.1,18.7,5.13,10,0,4,1.34
1,1.879975696257651,51.37511282407425,47.5,16.8,5.04,10,0,4,2.36
3,2.845139718825504,56.407650761498424,60.0,30.0,7.2,8,20,4,0.033
3,2.845139718825504,56.407650761498424,81.0,18.15182829888712,7.47,0,35,4,9.0
3,2.030158912576152,40.07720159350349,81.0,16.161837455830387,7.42,0,35,4,11.0
4,1.748145674184919,41.48466171693732,50.0,19.0,-1.0,10,12,4,0.043800000000000006
3,2.455729166666668,30.91305711,47.8,14.86,7.27,8,12,4,0.0303
4,2.445529166666669,30.90866671,72.1,11.37,7.78,10,3,4,0.8
4,2.446229166666669,30.95712671,72.1,11.37,7.78,10,3,4,0.6
4,2.079781363505318,46.991471549884,72.1,11.37,7.78,10,3,4,0.6
4,2.001289095480891,43.45463821877497,55.00000000000001,25.0,7.3,10,29,4,0.297
3,2.686926866666667,33.00541882,52.2,24.8,8.6,8,3,4,1.5
3,3.72,86.0,66.60000000000001,23.6,-1.0,0,35,4,12.0
3,3.138238865007541,35.60303812923078,66.9,23.1,-1.0,0,35,4,19.0
3,3.069070799515944,85.9399082069231,45.0,8.4,-1.0,6,35,4,4.0
3,3.024338865007541,85.84753433923079,66.7,7.7,-1.0,6,35,4,2.0
3,3.326664902311552,84.58778463692308,44.0,9.3,-1.0,6,35,4,2.0
3,3.446113200000003,90.14442071525971,65.8,7.8,-1.0,6,35,4,2.0
3,4.539022258760394,84.6690855534136,62.0,13.0,8.4,8,19,4,2.5
3,1.723644470000001,105.1669,62.0,7.0,8.4,8,19,4,9.9
3,2.2960425,33.81100755999998,68.0,-1.0,8.1,8,20,4,3.7199999999999998
3,1.863664520791133,43.41995530301623,68.0,-1.0,8.1,8,20,4,4.65
3,2.249207520000001,40.06216680974479,60.0,-1.0,7.71,0,20,4,2.02
3,2.7,47.45699800464038,65.8,18.28,7.17,8,20,4,6.529999999999999
3,3.149865037625853,106.16359556,67.30000000000001,24.03,7.94,8,20,1,5.62
3,1.944523285883562,39.50663167192575,63.800000000000004,11.0,8.6,8,19,4,1.9
3,1.234579036748745,117.11343387471,65.0,-1.0,6.79,8,20,4,0.1
3,1.902021781048769,36.24514044083529,-1.0,-1.0,7.8,0,35,4,0.003
1,1.821012685291958,32.67848354988401,72.7,17.1,6.1,10,5,4,3.3000000000000003
3,2.176354167339643,39.67536809703019,65.0,18.0,8.5,8,3,4,0.9228000000000001
3,1.830465374837413,32.43599354988401,65.0,18.0,6.6,8,12,4,0.349
3,1.595830248116084,41.1390937985522,65.0,18.0,8.6,8,20,4,0.6148
3,2.203700833333334,31.27396475999998,65.4,14.2,9.1,0,29,4,0.74
3,2.203700833333334,31.30513475999998,65.4,14.2,9.1,0,29,4,0.83
3,1.085684670745272,40.4915174013921,65.4,14.2,9.1,0,29,4,0.9299999999999999
3,1.083233057842046,39.61840035854058,45.0,33.85,7.75,8,3,4,0.00068
3,1.100367369292619,41.05066600928073,55.00000000000001,33.85,7.75,8,3,4,0.0007559999999999999
3,1.065257369292619,40.82361600928072,65.0,33.85,7.75,8,3,4,0.00234
3,1.146739387096773,51.35823503480277,75.0,33.85,7.6,8,3,4,0.0006000000000000001
3,2.115037944551623,46.7794594189977,85.0,33.85,6.9,8,3,4,0.0018899999999999998
3,2.104931293744444,47.12708253637123,60.0,30.0,6.9,0,3,4,1.0
3,2.183875764619906,47.26565640275638,60.0,30.0,6.9,0,3,4,0.4
3,2.192759499821798,47.83999040275638,60.0,30.0,6.9,0,3,4,0.2
3,2.447046532831736,36.3633811329002,60.0,30.0,5.0,0,3,4,0.3
3,3.239648317251491,42.624881904757,66.16,14.57,-1.0,8,29,4,0.026400000000000003
3,2.490847832831737,36.43981852670531,66.77,13.95,-1.0,8,29,4,0.0231
3,5.566386750584823,98.80241152565264,64.71000000000001,14.26,-1.0,8,29,4,0.0161
3,2.845139718825504,161.9791552545332,64.71000000000001,13.74,-1.0,8,29,4,0.0125
3,4.193109228664635,58.39160924289344,63.1,6.975,-1.0,6,3,4,0.0246
3,4.237725528780387,56.14417805280485,63.1,6.975,-1.0,6,3,4,0.0239
3,1.617141836391135,41.98943191415314,63.1,6.975,-1.0,6,3,4,0.01966
3,2.297828213467929,104.5996970765661,76.4,12.76,-1.0,8,19,4,0.8
3,1.089644193548386,42.26709999999999,65.03715044039971,16.27,-1.0,8,19,4,0.1
1,1.732379099902084,43.98073887730626,60.0,40.0,8.1,10,29,4,2.88
3,1.815704583389262,44.36033980169604,60.0,27.0,-1.0,0,29,4,0.1
4,2.273521196382895,38.13346451044085,55.00000000000001,25.0,7.4,10,29,4,1.0
3,1.760276474733965,31.91560887471001,61.0,13.67,7.8,8,3,4,1.32
3,1.361870248935857,39.70914575406032,62.13999999999999,17.23,8.1,8,3,4,0.09
1,1.62783702546793,37.60803895591647,70.41410691099998,19.3,8.229921299999999,5,35,4,0.27
1,1.945071978134596,40.76967000000003,72.23015,16.5,8.407800000000002,5,35,4,0.116
4,3.429619129819451,48.2148584870605,68.01053073299998,9.7,8.005500000000001,7,35,4,0.266
4,10.55498413132694,109.7096596614362,70.47662691099998,1.1,7.878200000000001,7,35,4,0.165
2,1.600055591679602,49.67930962877031,67.083902445,27.6,8.404335099999997,9,35,4,0.25
2,2.052572523400631,42.24108200000001,69.16357691100004,15.9,8.587500000000007,9,35,4,0.178
3,2.340950466666667,35.39535431999998,71.7,14.0,7.55,3,35,4,0.34
3,2.110262290067298,55.81273450580047,77.9,16.0,8.7,3,35,4,0.47
3,2.537012033333333,56.40870991461716,79.60000000000001,14.0,7.43,3,35,4,0.52
3,2.520440266666667,54.09200775870068,78.8,15.0,8.2,3,35,4,0.8
3,2.349850466666667,36.19426431999999,71.7,14.0,7.55,3,35,4,0.297651
1,2.102319490067298,55.95153450580048,77.9,16.0,8.7,5,35,4,0.411745
2,1.129394193548386,45.15684560216009,61.1196911,45.73283859,8.700322100000001,9,35,4,0.6
2,1.094549999999999,45.49517656612528,61.1196911,45.73283859,8.029766300000004,9,35,4,0.261
2,1.061999999999999,49.1061951276102,61.1196911,45.73283859,7.9837663,9,35,4,0.149
1,2.020595497786232,45.29746372062179,56.99999999999999,25.35699279409999,5.9,5,35,4,0.1
0,1.953652916146291,42.67959,71.54517691100001,16.6911889913,8.409600000000001,1,35,4,0.347
1,1.596672949000001,38.32088,66.33926602099997,22.0299561305,8.286905300000003,2,35,4,0.843
3,2.187567668201894,39.56789221577728,65.0,18.59030837,7.006363933333338,3,35,4,0.765
1,1.807839288089657,53.81223507408586,58.98586060099998,24.88111396619999,7.638382200000003,5,35,4,0.75
1,1.939727869410057,52.53789335681672,60.52201214299998,24.75109301639999,7.371591199999998,5,35,4,0.76
1,1.589053736733965,30.6454317865429,66.15062999999996,23.27934779839999,7.090416500000004,5,35,4,0.251
0,1.860659700103449,46.93295568445474,64.45021,23.8031295273,7.134600000000005,1,35,4,0.35
0,1.915057775147212,38.90973250580048,75.0,18.4637911219775,6.5,1,35,4,0.175
1,1.706522591537933,42.63571408967517,58.56070276866665,25.2713832593,7.605281799999999,5,35,4,0.178
1,1.805884644717621,42.43221822396984,60.5341316873333,26.5940426778,7.304526899999998,5,35,4,0.989
3,1.859882575201893,45.09970854988399,68.0,18.26299752250279,8.1,3,35,4,0.366912
3,1.851021777201894,45.38347177494199,68.0,18.53429547411899,8.1,3,35,4,0.45864
2,1.627669102837413,45.65442935034804,70.0,27.21518987,8.413299999999998,9,35,4,0.1275
1,1.672868674093259,38.32527192575403,71.6689404,26.1,6.5,5,35,4,0.623
3,3.136499238011697,57.63553406774943,64.1,15.0,8.6,3,35,4,0.42641
3,1.93902570746793,48.63280999999998,65.2,18.0,8.5,3,35,4,0.955469
3,1.746728479551725,46.81319999999999,63.7,21.0,8.3,3,35,4,0.1148843
3,1.746039471201894,35.94349064965198,71.3,18.0,8.5,3,35,4,0.278718
3,1.539086739,49.3241,70.6,21.0,8.3,3,35,4,0.8778
3,2.940102766666668,49.92088997262183,70.8,15.0,8.7,3,35,4,0.1574339
3,1.521131949,40.64224125290024,75.7,21.0,8.4,3,35,4,0.39533
3,3.139144433333334,67.0719317986079,76.8,15.0,8.6,3,35,4,0.656666
3,1.761788268201893,47.95800387470997,74.0,18.0,8.6,3,35,4,0.88871
0,1.773829758733965,41.04954037122969,65.0,21.0,7.1,1,35,4,0.142953
0,1.753971800310117,45.63900520881669,65.0,21.7,7.3,1,35,4,0.122483
0,1.817141802310117,47.46613874709977,65.0,22.8,7.4,1,35,4,0.634
3,1.806301869733965,47.59266646171695,65.0,20.5,7.2,3,35,4,0.334899
3,1.903168271479625,35.68215500000002,69.831,16.6,7.5461275,8,3,4,0.1135
3,1.899372751479625,36.67274500000002,69.831,16.6,7.713700000000002,8,3,4,0.67
3,1.891115071479625,45.98763499999998,69.831,16.6,7.677177500000003,8,3,4,0.263
3,1.900028561479625,36.77984500000002,69.831,16.6,7.5931,8,3,4,0.597
1,1.866840004687787,55.94802410850122,65.03715044039971,27.12254902,7.88,5,35,4,0.92
4,1.630115882426386,47.56076542923436,55.00000000000001,30.83333333,7.02,7,35,4,0.64
4,1.619503685874662,48.41048422273785,55.00000000000001,30.83333333,7.02,7,35,4,0.27
0,2.776798233333334,40.34930169,57.99999999999999,12.72727273,5.95,1,35,4,0.56
0,2.776798233333334,42.25466847000001,57.99999999999999,12.72727273,5.95,1,35,4,0.49
3,1.957125259704029,102.294980436471,69.39999999999999,29.0,8.8,3,29,4,1.13
3,1.970713095,94.58404134570766,71.1,24.7,9.1,3,29,4,1.06
3,2.002313646346497,93.03564999999995,71.2,17.6,8.8,3,29,4,1.02
3,8.554935425745661,148.035937513198,67.60000000000001,19.0,9.0,3,29,4,0.7100000000000001
3,1.925854356000001,96.22154499999996,69.19999999999999,19.5,8.6,3,29,4,0.8099999999999999
3,8.455836773733967,160.8386313001604,71.0,21.2,9.2,3,30,4,0.77
3,1.868634398,88.70554499999997,70.3,19.6,7.5,3,31,4,1.2
3,1.90891476918851,38.99379531322507,71.8,19.5,8.4,3,32,4,1.03
0,3.195126133333333,51.04792599102442,63.92792691100001,11.5239567718,8.261700000000005,1,35,4,0.14
1,1.976694366733965,37.16557500000003,66.5,16.31243012159999,7.494566666666669,5,35,4,0.4
1,1.736261735201894,43.52721854988399,66.5,17.97326186349999,7.644016666666675,5,35,4,0.152
1,1.993678866733965,38.91364500000003,66.5,16.37380616739999,7.610700000000004,5,35,4,0.94
3,1.890255213745662,46.57980999999998,65.0,18.0,8.545766666666673,3,35,4,0.168225
3,1.995417850733966,39.84696000000002,65.0,18.0,8.434100000000003,3,35,4,0.773
3,1.923959309745661,43.47218000000001,65.0,18.0,8.50036666666667,3,35,4,0.12486
0,3.745051026430251,40.78583923230416,54.99000000000001,7.78,8.1111,1,35,4,0.14147
0,2.911536250584823,34.16655409948599,69.31,11.28,8.192900000000003,1,35,4,0.628
0,1.074268387096773,46.56772784222738,46.9,39.83122363,7.2,1,35,4,0.559429
0,1.074268387096773,46.56772784222738,46.9,39.83122363,7.2,1,35,4,0.634857
0,1.737981037103449,42.47133577014154,47.59999999999999,19.93785603,7.9,1,35,4,0.1232
0,1.737981037103449,45.27804899519953,47.59999999999999,19.93785603,7.9,1,35,4,0.1936
0,1.078752792898063,45.07731335158005,60.3,35.63009973,7.8,1,35,4,0.339429
0,1.078752792898063,45.07731335158005,60.3,35.63009973,7.8,1,35,4,0.333143
0,1.073196774193547,43.60780189543156,65.03715044039971,37.83542039,7.3,1,35,4,0.2275429
0,1.073196774193547,43.60780189543156,65.03715044039971,37.83542039,7.3,1,35,4,0.2382286
2,1.200730477196884,38.5902859733898,50.0,32.0,7.396099999999995,9,35,4,0.227
2,1.749517098391815,45.99087283649887,50.0,30.0,7.326599999999996,9,35,4,0.517
2,1.708986835448858,45.55517738870303,50.0,28.0,7.660499999999996,9,35,4,0.144
5,6.6,92.4,71.7,14.000000000000002,7.55,10,35,4,0.362
5,6.39,89.46,79.6,14.0,7.43,10,35,4,0.571
5,6.69,107.04,77.9,16.0,8.7,10,35,4,0.448
5,6.31,94.65,78.8,15.000000000000004,8.2,10,35,4,0.881
5,5.77,77.9,82.16,13.500866551126519,9.4,10,35,4,0.213
5,4.36,71.0,82.36,16.284403669724767,9.8,10,35,4,0.575
5,11.58,114.6,69.94,9.896373056994818,9.6,10,35,4,0.264
5,2.845139718825504,56.407650761498424,65.0,18.590308370044053,-1.0,10,35,4,2.5300000000000002
3,8.8,160.3,62.3,18.21590909090909,-1.0,0,19,4,0.3
3,6.9,149.5,64.2,21.666666666666664,-1.0,0,19,4,0.1
3,7.8,153.5,64.17,19.67948717948718,-1.0,0,19,4,0.2
3,8.7,153.8,63.96,17.678160919540232,-1.0,0,19,4,0.1
5,4.32,115.2,76.0,26.666666666666664,-1.0,10,35,4,0.99
5,4.32,115.3,76.0,26.689814814814813,-1.0,10,35,4,0.243
3,7.96,132.2,60.0,16.60804020100502,8.35,0,19,4,0.387
3,5.0,180.67,59.6,36.134,6.99,0,20,4,0.679
3,8.4,177.9,57.8,21.178571428571427,-1.0,0,35,4,0.4
3,7.5,160.3,62.1,21.373333333333335,-1.0,0,35,4,0.23
3,8.3,172.4,59.1,20.771084337349397,-1.0,0,35,4,0.5
5,7.5,157.8,60.55,21.040000000000003,-1.0,10,35,4,0.169
5,7.5,157.8,60.55,21.040000000000003,-1.0,10,35,4,0.415
5,7.5,157.8,60.55,21.040000000000003,-1.0,10,35,4,0.477
5,7.5,157.8,60.55,21.040000000000003,-1.0,10,35,4,0.262
5,7.5,157.8,60.55,21.040000000000003,-1.0,10,35,4,0.385
3,-1.0,-1.0,80.0,23.06666667,-1.0,3,35,4,0.172
3,-1.0,-1.0,72.0,24.43333333,-1.0,3,35,4,0.447
3,9.79,185.0,61.9,18.89683350357508,8.0,0,19,4,0.28
3,8.01,153.0,58.3,19.10112359550562,8.2,0,19,4,0.26
3,10.0,163.0,66.1,16.3,8.6,0,35,4,0.7
3,9.1,132.0,70.0,14.505494505494505,8.6,0,35,4,0.48
5,2.845139718825504,56.407650761498424,50.4,26.30288166768854,8.94,10,35,4,0.29
5,2.845139718825504,56.407650761498424,55.1,23.30210772833724,8.79,10,35,4,0.57
5,8.31,107.24,65.03715044039971,12.904933814681106,-1.0,10,35,4,0.462
5,8.78,105.3,65.03715044039971,11.993166287015946,-1.0,10,35,4,0.587
5,11.12,117.88,65.03715044039971,10.600719424460431,-1.0,10,35,4,0.5
5,2.845139718825504,56.407650761498424,50.8,30.700000000000003,8.54,10,35,4,0.92
5,2.845139718825504,56.407650761498424,50.8,30.700000000000003,8.54,10,35,4,1.9600000000000002
3,2.845139718825504,56.407650761498424,70.5,19.300225733634313,7.6,0,29,4,0.621
3,2.845139718825504,56.407650761498424,70.5,19.300225733634313,7.6,0,29,4,1.73
5,4.03,48.99,88.5,12.156327543424316,6.8,10,35,4,0.9
5,4.03,48.99,88.5,12.156327543424316,6.8,10,35,4,0.6
5,4.0,48.99,88.5,12.247499999999999,6.9,10,35,4,0.8
5,4.0,48.99,88.5,12.247499999999999,6.9,10,35,4,0.16
5,4.0,48.99,88.5,12.247499999999999,6.9,10,35,4,0.13
5,4.0,48.99,88.5,12.247499999999999,6.9,10,35,4,0.25
3,3.2,197.0,79.0,22.351348664737735,-1.0,0,19,4,0.36
3,2.9,135.0,86.0,46.55172413793104,-1.0,0,19,4,1.55
3,3.9,130.0,84.0,33.333333333333336,-1.0,0,19,4,1.98
3,3.6,168.0,81.0,46.66666666666667,-1.0,0,19,4,0.34
3,3.9,150.0,83.0,38.46153846153846,-1.0,0,19,4,2.3600000000000003
3,4.0,136.0,85.0,34.0,-1.0,0,19,4,3.8
5,9.72,126.6,40.0,13.024691358024688,7.9,10,35,4,1.4
5,5.7,87.64,80.02,15.375438596491227,-1.0,10,35,4,0.123
5,5.45,84.52,80.77,15.508256880733944,-1.0,10,35,4,0.56
5,0.69,68.38,85.33,22.351348664737735,7.8456135058307,10,35,4,0.21
5,-1.0,68.38,85.33,-1.0,7.8456135058307,10,35,4,0.19
5,2.22,68.96,84.66,31.06306306306306,7.8456135058307,10,35,4,-0.5
5,-1.0,68.96,84.66,-1.0,7.8456135058307,10,35,4,-0.5
5,1.21,67.74,84.3,55.98347107438016,7.8456135058307,10,35,4,0.19
5,-1.0,67.74,84.3,-1.0,7.8456135058307,10,35,4,-0.5
5,0.37,72.33,83.91,22.351348664737735,7.8456135058307,10,35,4,0.473
5,-1.0,72.33,83.91,-1.0,7.8456135058307,10,35,4,0.112
5,1.58,67.74,84.3,42.87341772151898,7.8456135058307,10,35,4,0.186
5,1.31,67.74,84.3,51.70992366412214,7.8456135058307,10,35,4,0.319
5,1.07,72.33,83.91,22.351348664737735,7.8456135058307,10,35,4,0.7
5,1.44,72.33,83.91,50.229166666666664,7.8456135058307,10,35,4,0.4
5,-1.0,72.33,81.08,-1.0,-1.0,10,35,4,0.7
5,-1.0,72.33,81.08,-1.0,-1.0,10,35,4,0.9
5,-1.0,72.33,81.08,-1.0,-1.0,10,35,4,0.49
5,-1.0,72.33,81.08,-1.0,-1.0,10,35,4,0.131
5,2.845139718825504,56.407650761498424,82.67,15.232926829268292,-1.0,10,35,4,0.17
5,2.845139718825504,56.407650761498424,83.59,17.103896103896105,-1.0,10,35,4,0.165
5,2.845139718825504,56.407650761498424,78.36,19.69584008643976,-1.0,10,35,4,0.161
5,-1.0,-1.0,77.2,-1.0,7.8,10,35,4,0.1
5,-1.0,-1.0,-1.0,-1.0,-1.0,10,35,4,0.11
5,-1.0,-1.0,-1.0,-1.0,-1.0,10,35,4,0.59
5,-1.0,-1.0,-1.0,-1.0,-1.0,10,35,4,0.58
5,-1.0,78.27,76.28,-1.0,-1.0,10,35,4,0.915
5,-1.0,78.27,76.28,-1.0,-1.0,10,35,4,1.99
5,-1.0,78.27,76.28,-1.0,-1.0,10,35,4,1.23
5,-1.0,78.27,76.28,-1.0,-1.0,10,35,4,0.975
5,-1.0,78.27,76.28,-1.0,-1.0,10,35,4,0.435
5,-1.0,78.27,76.28,-1.0,-1.0,10,35,4,0.491
5,-1.0,78.27,76.28,-1.0,-1.0,10,35,4,0.328
5,3.2,86.88,82.52,27.15,-1.0,10,35,4,0.223
5,2.92,123.79,77.67,42.39383561643836,-1.0,10,35,4,0.432
5,2.6,178.23,72.04,22.351348664737735,-1.0,10,35,4,0.168
5,2.845139718825504,174.91,45.32,12.01304945054945,7.35,10,35,4,0.14
5,10.27,56.407650761498424,57.9,31.372930866601752,8.14,10,35,4,0.38
5,-1.0,-1.0,59.66,-1.0,9.0,10,35,4,0.168
5,3.89,69.21,76.0,17.791773778920305,8.2,10,35,4,1.1
