material_0,initial TN(%),initial TC(%),initial moisture content(%),initial CN(%),initial pH,material_1,Excipients_1,Additive Species,NH3-N loss  (%)
3,1.785505928241365,42.98879628770301,60.0,25.0,7.8,9,25,4,1.7149460246029595
3,1.785505928241365,42.98879628770301,60.0,25.0,7.8,9,25,4,1.3846266056161105
3,1.785505928241365,42.55999628770301,60.0,25.0,7.8,9,25,4,1.4453260004742006
3,1.785505928241365,42.39889628770301,60.0,25.0,7.8,9,25,4,1.5074639151012712
3,1.785505928241365,42.39889628770301,60.0,25.0,7.8,9,25,4,1.8038533759275444
3,1.710244107339223,41.71070649651971,60.0,25.0,7.8,9,25,4,1.6979542369506555
3,1.710244107339223,41.71070649651971,60.0,25.0,7.62,7,25,4,0.8929052891901182
3,1.710244107339223,41.72570649651971,60.0,25.0,7.62,7,25,4,0.93000120863898
3,1.710244107339223,41.72570649651971,60.0,25.0,7.62,7,25,4,1.024495396069231
3,2.845139718825504,56.407650761498424,60.0,25.0,7.62,7,25,4,1.016822154955054
3,2.845139718825504,56.407650761498424,-1.0,20.25,8.66,7,48,4,74.58768149801823
3,2.845139718825504,56.407650761498424,-1.0,30.29,8.64,7,48,4,52.9289864550642
3,2.845139718825504,56.407650761498424,-1.0,26.85,8.61,7,48,4,84.51497682183413
3,2.845139718825504,56.407650761498424,-1.0,28.99,8.49,7,48,4,72.79440319817239
3,1.773263211017967,35.96167540603248,-1.0,27.18,8.49,7,48,4,74.71149315808175
3,1.756861172006271,42.47892474150349,62.81,19.21,8.96,0,43,4,0.29838157271549987
3,1.781580650551725,46.25926456421345,59.81999999999999,20.39,8.73,0,44,4,0.25573896971838184
3,1.801547354103449,49.83159736331321,55.78999999999999,21.35,8.52,0,44,4,0.2209159554954846
3,1.931560015487582,33.16543029923432,54.04,22.75,8.34,0,44,4,0.1928403371659476
3,1.588123471625823,32.21987678654291,65.0,-1.0,-1.0,9,25,4,4.670000000000001
3,1.639260412891859,32.12759001160092,65.0,-1.0,-1.0,9,25,4,3.530000000000001
3,2.725947133333335,36.33593656025523,65.0,-1.0,-1.0,9,25,4,3.170000000000001
3,1.731775223576153,34.72431677494199,52.1,12.64,7.27,9,13,4,2.1011196992873833
3,2.188619833333332,33.77264755025524,-1.0,-1.0,-1.0,9,13,4,2.370673071252297
3,1.461985265808376,29.75646032482598,65.0,15.0,7.69,0,4,4,9.74061899442845
3,1.511413355062677,34.205,65.0,20.0,7.74,0,4,4,6.6113992813500975
3,1.615507029563317,42.77644941995361,65.0,25.0,7.6,0,4,4,4.6429401125077225
3,1.093298378194697,42.42120344458324,65.0,30.0,7.38,0,4,4,4.109799262509086
3,1.27423551246793,26.74923433874709,65.0,35.0,7.27,0,4,4,3.097576750195128
5,1.27328072246793,26.02671522041763,70.0,20.42,7.8,11,13,4,11.5329512893983
5,1.27893530646793,26.14579747099768,70.0,20.42,7.8,11,13,4,14.1833810888252
5,2.101572722073607,39.73313324825988,70.0,20.42,7.8,11,13,4,18.230659025788
5,2.51859991346793,42.65213774013922,63.46000000000001,-1.0,5.43,11,27,4,18.382000000000005
5,1.698933367288704,32.40733709976799,62.66,-1.0,5.22,11,32,4,18.095
5,2.110238679060397,42.09900815545245,63.42,-1.0,7.52,11,31,4,28.348399999999994
5,2.485947233333334,37.13799288999997,61.77,-1.0,5.31,11,29,4,20.673899999999996
5,1.669293693883799,31.59066064965199,62.45,-1.0,6.14,11,34,4,13.8777
5,1.665158919282435,30.14597859211135,62.07,-1.0,7.63,11,25,4,29.417399999999994
5,1.091264637096773,40.41654849187935,60.36,-1.0,7.02,11,39,4,22.732499999999998
5,2.511306467201893,41.38897782877032,61.11,-1.0,6.67,11,51,4,20.32729999999999
5,2.594797233333334,36.7969729289559,61.919999999999995,-1.0,6.25,11,51,4,17.219799999999996
5,1.948569340060397,40.64949650812065,62.51,-1.0,6.14,11,51,4,11.777700000000001
5,1.831009137706283,34.25165677494201,61.6,-1.0,5.63,11,51,4,14.70739999999999
5,2.737105433333333,36.51210187501161,63.129999999999995,-1.0,7.07,11,50,4,29.84239999999999
5,1.649845495011593,38.80522830626448,57.52,-1.0,6.55,11,51,4,9.144800000000004
5,1.595214436078918,34.40435454338746,61.07,-1.0,7.29,11,51,4,7.915800000000004
5,1.604212990902338,37.72331727795824,60.61,-1.0,7.39,11,51,4,5.054399999999999
5,1.640731173858587,38.115386774942,59.85,-1.0,7.29,11,51,4,14.817600000000006
5,1.838340168152304,40.14345754060324,60.99,-1.0,7.3,11,51,4,23.28749999999999
5,1.847814832576153,40.72504494941995,-1.0,-1.0,7.44,11,25,4,2.69112080183176
5,1.849669205000001,37.82709941067285,-1.0,-1.0,7.2,11,25,4,1.5930538217908206
5,1.570103313598028,33.73157677494198,-1.0,-1.0,7.09,11,25,4,1.8692465004011682
5,1.570103313598028,33.73157677494198,-1.0,-1.0,7.44,11,25,4,3.8584713073169596
1,1.62783702546793,37.60803895591647,70.41410691099998,19.3,8.229921299999999,5,53,4,0.52
1,1.945071978134596,40.76967000000003,72.23015,16.5,8.407800000000002,5,53,4,0.576
5,3.429619129819451,48.2148584870605,68.01053073299998,9.7,8.005500000000001,8,53,4,0.25
5,10.55498413132694,109.7096596614362,70.47662691099998,1.1,7.878200000000001,8,53,4,0.19
2,1.600055591679602,49.67930962877031,67.083902445,27.6,8.404335099999997,10,53,4,0.25
2,2.052572523400631,42.24108200000001,69.16357691100004,15.9,8.587500000000007,10,53,4,0.354
3,2.340950466666667,35.39535431999998,71.7,14.0,7.55,3,53,4,0.643
3,2.110262290067298,55.81273450580047,77.9,16.0,8.7,3,53,4,0.33
3,2.537012033333333,56.40870991461716,79.60000000000001,14.0,7.43,3,53,4,0.163
3,2.520440266666667,54.09200775870068,78.8,15.0,8.2,3,53,4,0.46
3,2.349850466666667,36.19426431999999,71.7,14.0,7.55,3,53,4,0.675
1,2.102319490067298,55.95153450580048,77.9,16.0,8.7,5,53,4,0.326
0,1.953652916146291,42.67959,71.54517691100001,16.6911889913,8.409600000000001,1,53,4,0.31276
1,2.032320232127878,38.87390208816704,61.99329999999996,24.273982727,6.916372500000003,5,53,4,0.39
5,1.877070133502768,49.4497828936798,62.29,26.71,7.224894650000005,8,53,4,0.22488
5,1.877070133502768,52.1134828936798,62.29,26.71,7.178152150000003,8,53,4,0.177713328
1,1.807839288089657,53.81223507408586,58.98586060099998,24.88111396619999,7.638382200000003,5,53,4,0.11
1,1.939727869410057,52.53789335681672,60.52201214299998,24.75109301639999,7.371591199999998,5,53,4,0.2
1,1.589053736733965,30.6454317865429,66.15062999999996,23.27934779839999,7.090416500000004,5,53,4,0.863
0,1.860659700103449,46.93295568445474,64.45021,23.8031295273,7.134600000000005,1,53,4,0.23
3,1.859882575201893,45.09970854988399,68.0,18.26299752250279,8.1,3,53,4,0.193788
3,1.851021777201894,45.38347177494199,68.0,18.53429547411899,8.1,3,53,4,0.1235274
2,1.627669102837413,45.65442935034804,70.0,27.21518987,8.413299999999998,10,53,4,0.467664
3,3.136499238011697,57.63553406774943,64.1,15.0,8.6,3,53,4,0.1432
3,1.93902570746793,48.63280999999998,65.2,18.0,8.5,3,53,4,0.1643634
3,1.746728479551725,46.81319999999999,63.7,21.0,8.3,3,53,4,0.1725235
3,1.746039471201894,35.94349064965198,71.3,18.0,8.5,3,53,4,0.911746
3,1.539086739,49.3241,70.6,21.0,8.3,3,53,4,0.1824627
3,2.940102766666668,49.92088997262183,70.8,15.0,8.7,3,53,4,0.269977
3,1.521131949,40.64224125290024,75.7,21.0,8.4,3,53,4,0.54678
3,3.139144433333334,67.0719317986079,76.8,15.0,8.6,3,53,4,0.1849426
3,1.761788268201893,47.95800387470997,74.0,18.0,8.6,3,53,4,0.16439
0,1.773829758733965,41.04954037122969,65.0,21.0,7.1,1,53,4,0.2473555
0,1.753971800310117,45.63900520881669,65.0,21.7,7.3,1,53,4,0.225879
0,1.817141802310117,47.46613874709977,65.0,22.8,7.4,1,53,4,0.2164544
3,1.806301869733965,47.59266646171695,65.0,20.5,7.2,3,53,4,0.1761181
3,1.903168271479625,35.68215500000002,69.831,16.6,7.5461275,9,4,4,0.98493
3,1.899372751479625,36.67274500000002,69.831,16.6,7.713700000000002,9,4,4,0.98493
3,1.891115071479625,45.98763499999998,69.831,16.6,7.677177500000003,9,4,4,0.1538619
3,1.900028561479625,36.77984500000002,69.831,16.6,7.5931,9,4,4,0.98493
1,1.866840004687787,55.94802410850122,65.03715044039971,27.12254902,7.88,5,53,4,0.11
5,1.630115882426386,47.56076542923436,55.00000000000001,30.83333333,7.02,8,53,4,0.871
5,1.619503685874662,48.41048422273785,55.00000000000001,30.83333333,7.02,8,53,4,0.28
0,2.776798233333334,40.34930169,57.99999999999999,12.72727273,5.95,1,53,4,0.48
0,2.776798233333334,42.25466847000001,57.99999999999999,12.72727273,5.95,1,53,4,0.35
1,2.058036326935858,46.56273387749421,46.7,17.0,6.1,5,53,4,0.17
4,3.196922761671752,43.98986857487061,55.00000000000001,8.8,8.0,6,53,4,0.239
4,4.134427023922273,47.08178954922957,55.40000000000001,5.4,8.2,6,53,4,1.3
5,2.734703333333334,39.64161937,61.8,13.0,7.1,8,53,4,0.4
0,2.912501133333333,42.90724489666431,62.4,11.0,7.6,1,53,4,0.23
3,1.957125259704029,102.294980436471,69.39999999999999,29.0,8.8,3,43,4,16.5
3,1.970713095,94.58404134570766,71.1,24.7,9.1,3,43,4,27.500000000000004
3,2.002313646346497,93.03564999999995,71.2,17.6,8.8,3,43,4,38.7
3,8.554935425745661,148.035937513198,67.60000000000001,19.0,9.0,3,43,4,48.9
3,1.925854356000001,96.22154499999996,69.19999999999999,19.5,8.6,3,43,4,36.199999999999996
3,8.455836773733967,160.8386313001604,71.0,21.2,9.2,3,45,4,47.9
3,1.868634398,88.70554499999997,70.3,19.6,7.5,3,46,4,24.8
3,1.90891476918851,38.99379531322507,71.8,19.5,8.4,3,47,4,24.9
0,3.195126133333333,51.04792599102442,63.92792691100001,11.5239567718,8.261700000000005,1,53,4,0.1159278
1,1.976694366733965,37.16557500000003,66.5,16.31243012159999,7.494566666666669,5,53,4,0.7
1,1.736261735201894,43.52721854988399,66.5,17.97326186349999,7.644016666666675,5,53,4,0.1
1,1.993678866733965,38.91364500000003,66.5,16.37380616739999,7.610700000000004,5,53,4,0.7
3,3.409911314743511,38.01518322541497,68.53,9.78,6.546500000000001,3,53,4,0.658921141575
3,3.517320400575256,47.19861208220775,68.75,8.0,6.783333333333337,3,53,4,0.197539375
0,3.298718260900066,36.7124792623077,62.5,9.0,6.980900899999998,1,53,4,0.51972393
1,2.097130289565702,45.63964199999999,72.66,15.85,7.269298333333338,2,53,4,0.11376942254
1,2.41230213964893,49.52036696751739,80.43,15.63,7.031787500000002,2,53,4,0.7537348317
1,1.782454286935858,32.43301322505799,69.44,22.83,6.9058017,2,53,4,0.735682464
0,3.442048502999851,50.28947220530667,76.53,10.15,7.186900000000001,1,53,4,0.62188989422
0,1.766783720551725,47.93375754060324,59.71000000000001,21.21,8.179400000000008,1,53,4,0.136121814
2,1.656849891827716,50.55360678654292,80.82,19.34,7.247702309523813,10,53,4,0.2233823634
2,1.775626615551725,48.85543806821345,53.66,21.87,8.1421,10,53,4,0.1769786256
5,4.274749240590694,69.1171333333333,84.89,4.89,8.192066666666665,8,53,4,0.3267526548272
0,4.501064710266936,59.95569999999997,83.87,5.22,8.4404,1,53,4,0.724215643879999
1,1.839446627127877,39.98585514060325,56.24,21.79,7.022399999999998,5,53,4,0.768822696
1,1.786120950910925,43.86903906171693,55.19,24.7,7.5026689,5,53,4,0.6458476
0,2.595296417251491,42.89346647610211,70.13,15.42,7.091760000000004,1,53,4,0.59891766483
0,1.815447806953594,48.76521526821344,57.9,21.58280000000001,7.373868899999999,1,53,4,0.12525327868852
1,2.103814399565703,39.00818200000001,71.04,16.36255569610001,7.341065000000004,5,53,4,0.3929872
1,3.052866301671244,41.1173069464055,67.51,12.0995687150838,7.017300000000003,5,53,4,0.387828
1,1.948206290067297,37.78119000000004,65.33,15.81090659658056,7.460578333333338,5,53,4,0.2822138
1,1.876962557057043,49.78914515913688,61.0,24.90231653550001,7.314160040000003,5,53,4,0.152
0,1.822558815127876,41.58350419350349,44.99999999999999,21.0667572368,7.172599999999997,1,53,4,0.41
3,1.890255213745662,46.57980999999998,65.0,18.0,8.545766666666673,3,53,4,0.12155
3,1.995417850733966,39.84696000000002,65.0,18.0,8.434100000000003,3,53,4,0.786637
3,1.923959309745661,43.47218000000001,65.0,18.0,8.50036666666667,3,53,4,0.2293786
0,1.751506812551726,49.03518112201391,63.8,23.2,8.7,1,53,4,0.155172
3,1.826996090833905,49.15809141531321,55.00000000000001,25.0,8.088699999999996,3,53,4,0.2272
3,1.826110193833905,51.44219141531322,55.00000000000001,25.0,8.073299999999998,3,53,4,0.1976
5,1.826996090833905,51.44219141531322,55.00000000000001,25.0,8.0867,8,53,4,0.172
5,1.829865825833905,51.44219141531322,55.00000000000001,25.0,8.095499999999996,8,53,4,0.212
0,1.074268387096773,46.56772784222738,46.9,39.83122363,7.2,1,53,4,0.34
0,1.074268387096773,46.56772784222738,46.9,39.83122363,7.2,1,53,4,0.34
0,1.737981037103449,42.47133577014154,47.59999999999999,19.93785603,7.9,1,53,4,0.237143
0,1.737981037103449,45.27804899519953,47.59999999999999,19.93785603,7.9,1,53,4,0.1942857
0,1.078752792898063,45.07731335158005,60.3,35.63009973,7.8,1,53,4,0.367
0,1.078752792898063,45.07731335158005,60.3,35.63009973,7.8,1,53,4,0.373
0,1.073196774193547,43.60780189543156,65.03715044039971,37.83542039,7.3,1,53,4,0.652
0,1.073196774193547,43.60780189543156,65.03715044039971,37.83542039,7.3,1,53,4,0.6
1,1.914176071479625,38.07749000000003,70.6,16.8073556961,7.497423333333336,2,53,4,0.35868
1,1.817218375211347,51.50183758700697,60.74499999999999,25.48121653550001,7.485748639999997,5,53,4,0.13542975
6,6.6,92.4,71.7,14.000000000000002,7.55,11,53,4,8.367
6,6.39,89.46,79.6,14.0,7.43,11,53,4,3.219
6,6.69,107.04,77.9,16.0,8.7,11,53,4,3.725
6,6.31,94.65,78.8,15.000000000000004,8.2,11,53,4,3.19
6,5.77,77.9,82.16,13.500866551126519,9.4,11,53,4,0.14
6,2.845139718825504,56.407650761498424,71.5,22.900763358778622,10.32,11,53,4,2.3489999999999998
6,2.845139718825504,56.407650761498424,71.5,22.900763358778622,10.32,11,53,4,0.793
3,8.8,160.3,62.3,18.21590909090909,-1.0,0,24,4,12.270999999999999
3,6.9,149.5,64.2,21.666666666666664,-1.0,0,24,4,5.929
3,7.8,153.5,64.17,19.67948717948718,-1.0,0,24,4,13.753
3,8.7,153.8,63.96,17.678160919540232,-1.0,0,24,4,12.270999999999999
3,8.4,177.9,57.8,21.178571428571427,-1.0,0,53,4,1.19
3,7.5,160.3,62.1,21.373333333333335,-1.0,0,53,4,3.67
3,8.3,172.4,59.1,20.771084337349397,-1.0,0,53,4,2.6510000000000002
6,5.19,93.37,72.7,17.990366088631987,-1.0,11,53,4,23.747
6,5.43,97.8,71.7,18.011049723756905,-1.0,11,53,4,2.789
6,5.43,97.8,71.7,18.011049723756905,-1.0,11,53,4,17.631999999999998
6,5.49,120.81,68.8,22.005464480874316,-1.0,11,53,4,11.458
6,4.73,122.92,69.5,25.98731501057082,-1.0,11,53,4,9.366
6,4.35,126.12,67.3,28.993103448275868,-1.0,11,53,4,12.972999999999999
3,-1.0,-1.0,80.0,23.06666667,-1.0,3,53,4,1.363
3,-1.0,-1.0,72.0,24.43333333,-1.0,3,53,4,3.88
6,2.845139718825504,56.407650761498424,50.8,30.700000000000003,8.54,11,53,4,12.3
6,2.845139718825504,56.407650761498424,50.8,30.700000000000003,8.54,11,53,4,24.9
6,4.03,48.99,88.5,12.156327543424316,6.8,11,53,4,4.661
6,4.0,48.99,88.5,12.247499999999999,6.9,11,53,4,1.491
6,4.0,48.99,88.5,12.247499999999999,6.9,11,53,4,3.48
3,3.2,197.0,79.0,22.351348664737735,-1.0,0,24,4,14.709999999999999
3,2.9,135.0,86.0,46.55172413793104,-1.0,0,24,4,4.1899999999999995
3,3.9,130.0,84.0,33.333333333333336,-1.0,0,24,4,8.75
3,3.6,168.0,81.0,46.66666666666667,-1.0,0,24,4,24.16
3,3.9,150.0,83.0,38.46153846153846,-1.0,0,24,4,11.11
3,4.0,136.0,85.0,34.0,-1.0,0,24,4,8.690000000000001
6,5.7,87.64,80.02,15.375438596491227,-1.0,11,53,4,2.66
6,5.45,84.52,80.77,15.508256880733944,-1.0,11,53,4,2.755
6,-1.0,-1.0,77.2,-1.0,7.8,11,53,4,7.89
6,-1.0,-1.0,-1.0,-1.0,-1.0,11,53,4,7.99
6,-1.0,-1.0,-1.0,-1.0,-1.0,11,53,4,15.619
6,-1.0,-1.0,-1.0,-1.0,-1.0,11,53,4,21.298
6,-1.0,78.27,76.28,-1.0,-1.0,11,53,4,0.539
6,-1.0,78.27,76.28,-1.0,-1.0,11,53,4,0.456
6,-1.0,78.27,76.28,-1.0,-1.0,11,53,4,0.36
6,-1.0,78.27,76.28,-1.0,-1.0,11,53,4,0.226
6,-1.0,78.27,76.28,-1.0,-1.0,11,53,4,0.225
6,-1.0,78.27,76.28,-1.0,-1.0,11,53,4,0.126
6,-1.0,78.27,76.28,-1.0,-1.0,11,53,4,0.15
6,3.2,86.88,82.52,27.15,-1.0,11,53,4,0.412
6,2.92,123.79,77.67,42.39383561643836,-1.0,11,53,4,0.128
6,2.6,178.23,72.04,22.351348664737735,-1.0,11,53,4,0.223
6,2.845139718825504,56.407650761498424,62.9,25.006729475100943,8.2,11,53,4,0.74
6,2.845139718825504,56.407650761498424,62.9,25.006729475100943,8.2,11,53,4,0.351
6,3.89,69.21,76.0,17.791773778920305,8.2,11,53,4,1.5
