Aeration method,Material_2,M1_is Enclosed, Composting Method,Additive Species,Material_Main,Period (d),V4_Ventilation Day,V1_Ventilation Type,V3_Ventilation Duration (min),V2_Ventilation Interval (min),Turning times,Application Rate (%DW),Compost volume (m3),Initial Moisture Content (%),Additive_1,V5_Ventilation rate (L/min/kg iniDW),Additive_2,Initial C/N (%),Final TN (%)
1,23,1.0,0,1,7,28.0,28.0,0,0.0,0.0,4.0,10.0,0.06,58.69,38,0.36,12,18.23,2.1
3,13,0.0,2,3,7,26.0,0.0,2,0.0,0.0,7.0,0.0,1.2,65.0,30,0.0,12,22.46,1.46
3,13,0.0,2,4,7,26.0,0.0,2,0.0,0.0,7.0,15.68,1.2,65.0,3,0.0,12,24.97,1.32
3,13,0.0,2,4,7,26.0,0.0,2,0.0,0.0,7.0,31.36,1.2,65.0,3,0.0,12,26.48,1.28
3,13,0.75,2,4,7,42.77,22.5,2,2.17,8.47,5.45,5.25,1.46,64.48,3,0.44,12,20.54,1.17
1,1,1.0,0,3,7,35.0,35.0,1,30.0,30.0,2.0,0.0,0.06,67.6,30,0.38,12,17.43,2.4
1,1,1.0,0,1,7,35.0,35.0,1,30.0,30.0,2.0,0.41,0.06,65.79,32,0.38,12,14.84,2.58
1,1,1.0,0,1,7,35.0,35.0,1,30.0,30.0,2.0,0.41,0.06,67.3,5,0.38,12,16.2,2.28
1,1,1.0,0,1,7,35.0,35.0,1,30.0,30.0,2.0,0.41,0.06,66.1,32,0.38,1,13.98,2.6
1,1,1.0,0,3,7,28.0,28.0,0,0.0,0.0,5.0,0.0,0.06,57.54,30,0.48,12,19.25,2.54
1,1,1.0,0,1,7,28.0,28.0,0,0.0,0.0,5.0,2.45,0.06,59.41,16,0.48,12,18.57,2.62
1,1,1.0,0,1,7,28.0,28.0,0,0.0,0.0,5.0,2.45,0.06,59.41,15,0.48,12,18.57,2.58
1,1,1.0,0,1,7,28.0,28.0,0,0.0,0.0,5.0,4.35,0.06,60.3,18,0.48,12,18.97,2.16
0,6,0.75,0,3,5,42.77,22.5,1,2.17,8.47,5.45,5.25,1.46,64.48,30,0.44,12,20.54,2.35
0,6,0.75,0,1,5,42.77,22.5,1,2.17,8.47,5.45,5.25,1.46,64.48,37,0.44,12,20.54,2.74
0,6,0.75,0,2,5,42.77,22.5,1,2.17,8.47,5.45,5.25,1.46,64.48,37,0.44,12,20.54,2.79
0,6,0.75,0,0,5,42.77,22.5,1,2.17,8.47,5.45,5.25,1.46,64.48,25,0.44,12,20.54,2.43
1,22,1.0,0,3,5,42.0,42.0,0,0.0,0.0,2.0,0.0,0.17,53.8,30,0.07,12,16.6,1.03
1,22,1.0,0,4,5,42.0,42.0,0,0.0,0.0,2.0,10.8,0.17,49.3,3,0.07,12,18.6,0.99
1,1,1.0,0,3,7,35.0,0.0,0,0.0,0.0,6.0,0.0,0.06,69.2,30,0.25,12,18.43,2.58
1,1,1.0,0,1,7,35.0,0.0,0,0.0,0.0,6.0,16.22,0.06,61.69,16,0.25,8,18.43,3.26
1,1,1.0,0,4,7,35.0,0.0,0,0.0,0.0,6.0,4.0,0.06,68.85,38,0.25,12,18.43,2.65
1,1,1.0,0,1,7,35.0,0.0,0,0.0,0.0,6.0,16.22,0.06,61.69,16,0.25,12,18.43,2.58
0,14,0.75,0,3,6,42.77,22.5,1,2.17,8.47,5.45,5.25,1.46,64.48,30,0.44,12,20.54,1.27
0,7,0.75,0,4,6,42.77,22.5,1,2.17,8.47,5.45,5.25,1.46,64.48,3,0.44,12,20.54,1.74
0,14,0.75,0,4,6,42.77,22.5,1,2.17,8.47,5.45,5.25,1.46,64.48,3,0.44,12,20.54,1.82
3,7,0.0,2,3,7,52.0,0.0,2,0.0,0.0,13.0,0.0,13.88,65.0,30,0.0,12,16.75,1.67
3,7,0.0,2,4,7,52.0,0.0,2,0.0,0.0,13.0,23.0,6.64,65.0,3,0.0,12,24.09,1.66
3,7,0.75,2,4,7,42.77,22.5,2,2.17,8.47,5.45,5.25,1.46,64.48,3,0.44,12,20.54,1.66
3,7,0.75,2,4,7,42.77,22.5,2,2.17,8.47,5.45,5.25,1.46,64.48,3,0.44,12,20.54,1.49
1,7,0.75,0,3,0,42.77,22.5,0,2.17,8.47,5.45,5.25,1.46,64.48,30,0.44,12,20.54,1.62
1,7,0.75,0,1,0,42.77,22.5,0,2.17,8.47,5.45,5.25,1.46,64.48,32,0.44,12,20.54,1.4
1,7,0.75,0,4,0,42.77,22.5,0,2.17,8.47,5.45,5.25,1.46,64.48,43,0.44,12,20.54,1.25
1,7,0.75,0,2,0,42.77,22.5,0,2.17,8.47,5.45,5.25,1.46,64.48,32,0.44,15,20.54,1.38
1,13,0.75,0,3,0,42.77,22.5,0,2.17,8.47,5.45,5.25,1.46,64.48,30,0.44,12,20.54,1.13
1,13,0.75,0,1,0,42.77,22.5,0,2.17,8.47,5.45,5.25,1.46,64.48,32,0.44,12,20.54,0.98
1,13,0.75,0,4,0,42.77,22.5,0,2.17,8.47,5.45,5.25,1.46,64.48,43,0.44,12,20.54,0.93
1,13,0.75,0,2,0,42.77,22.5,0,2.17,8.47,5.45,5.25,1.46,64.48,32,0.44,15,20.54,0.98
1,14,0.75,0,3,0,42.77,22.5,0,2.17,8.47,5.45,5.25,1.46,64.48,30,0.44,12,20.54,1.23
1,14,0.75,0,1,0,42.77,22.5,0,2.17,8.47,5.45,5.25,1.46,64.48,32,0.44,12,20.54,0.93
1,14,0.75,0,4,0,42.77,22.5,0,2.17,8.47,5.45,5.25,1.46,64.48,43,0.44,12,20.54,1.0
1,14,0.75,0,2,0,42.77,22.5,0,2.17,8.47,5.45,5.25,1.46,64.48,32,0.44,15,20.54,0.95
2,7,0.0,0,3,7,84.0,0.0,2,0.0,0.0,0.0,0.0,0.12,81.0,30,0.0,12,12.2,2.91
2,11,0.0,0,3,7,84.0,0.0,2,0.0,0.0,0.0,0.0,0.12,75.8,30,0.0,12,15.3,2.79
2,11,0.0,0,3,1,84.0,0.0,2,0.0,0.0,0.0,0.0,0.12,77.3,30,0.0,12,22.3,2.04
2,11,0.0,0,3,1,84.0,0.0,2,0.0,0.0,0.0,0.0,0.12,77.0,30,0.0,12,20.1,2.22
2,18,0.0,0,3,1,84.0,0.0,2,0.0,0.0,0.0,0.0,0.12,80.0,30,0.0,12,29.9,1.75
2,7,0.0,0,4,1,84.0,0.0,2,0.0,0.0,0.0,22.28,0.12,84.1,3,0.0,12,16.9,1.68
2,11,0.0,0,4,1,84.0,0.0,2,0.0,0.0,0.0,9.53,0.12,80.7,3,0.0,12,20.5,1.9
2,11,0.0,0,4,1,84.0,0.0,2,0.0,0.0,0.0,15.84,0.12,81.5,3,0.0,12,21.3,1.72
1,1,1.0,0,1,0,60.0,60.0,0,0.0,0.0,5.0,13.15,0.04,60.0,38,0.22,12,16.0,2.7
1,1,1.0,0,1,0,60.0,60.0,0,0.0,0.0,5.0,13.15,0.04,60.0,38,0.44,12,19.0,2.7
1,1,1.0,0,1,0,60.0,60.0,0,0.0,0.0,5.0,13.15,0.04,60.0,38,0.66,12,22.0,2.6
1,1,1.0,0,1,0,60.0,60.0,0,0.0,0.0,5.0,10.07,0.04,65.0,38,0.22,12,19.0,2.5
1,1,1.0,0,1,0,60.0,60.0,0,0.0,0.0,5.0,7.49,0.04,65.0,38,0.44,12,22.0,2.8
1,1,1.0,0,1,0,60.0,60.0,0,0.0,0.0,5.0,12.04,0.04,65.0,38,0.66,12,16.0,2.4
1,1,1.0,0,1,0,60.0,60.0,0,0.0,0.0,5.0,1.17,0.04,70.0,38,0.22,12,22.0,2.6
1,1,1.0,0,1,0,60.0,60.0,0,0.0,0.0,5.0,1.07,0.04,70.0,38,0.44,12,16.0,1.9
1,1,1.0,0,1,0,60.0,60.0,0,0.0,0.0,5.0,1.39,0.04,70.0,38,0.66,12,19.0,2.5
0,7,1.0,0,3,1,28.0,28.0,0,0.0,0.0,0.0,0.0,0.01,69.0,30,0.28,12,11.0,3.53
0,8,1.0,0,3,1,28.0,28.0,0,0.0,0.0,0.0,0.0,0.01,63.0,30,0.28,12,11.0,3.56
0,14,1.0,0,3,1,28.0,28.0,0,0.0,0.0,0.0,0.0,0.01,65.0,30,0.28,12,14.7,3.02
0,14,1.0,0,3,1,28.0,28.0,0,0.0,0.0,0.0,0.0,0.01,67.0,30,0.28,12,12.9,3.07
0,7,1.0,0,4,1,28.0,28.0,0,0.0,0.0,0.0,25.0,0.01,65.0,3,0.28,12,16.7,2.7
0,7,1.0,0,4,1,28.0,28.0,0,0.0,0.0,0.0,14.29,0.01,67.0,3,0.28,12,14.0,3.02
0,0,1.0,0,3,1,28.0,28.0,0,0.0,0.0,0.0,0.0,0.01,65.0,30,0.28,12,14.0,3.33
0,5,1.0,0,3,1,28.0,28.0,0,0.0,0.0,0.0,0.0,0.01,65.0,30,0.28,12,12.1,3.39
1,1,0.75,0,3,7,42.77,22.5,1,2.17,8.47,5.45,5.25,1.46,64.48,30,0.44,12,20.54,2.8
1,1,0.75,0,3,7,42.77,22.5,1,2.17,8.47,5.45,5.25,1.46,64.48,30,0.44,12,20.54,2.6
1,1,0.75,0,3,7,42.77,22.5,1,2.17,8.47,5.45,5.25,1.46,64.48,30,0.44,12,20.54,2.4
1,1,0.75,0,3,7,42.77,22.5,1,2.17,8.47,5.45,5.25,1.46,64.48,30,0.44,12,20.54,2.5
1,1,0.75,0,3,7,42.77,22.5,1,2.17,8.47,5.45,5.25,1.46,64.48,30,0.44,12,20.54,2.8
1,1,0.75,0,3,7,42.77,22.5,1,2.17,8.47,5.45,5.25,1.46,64.48,30,0.44,12,20.54,2.1
1,1,0.75,0,3,7,42.77,22.5,1,2.17,8.47,5.45,5.25,1.46,64.48,30,0.44,12,20.54,2.6
1,1,0.75,0,3,7,42.77,22.5,1,2.17,8.47,5.45,5.25,1.46,64.48,30,0.44,12,20.54,2.0
1,1,0.75,0,3,7,42.77,22.5,1,2.17,8.47,5.45,5.25,1.46,64.48,30,0.44,12,20.54,2.4
1,2,1.0,0,3,7,37.0,37.0,0,0.0,0.0,4.0,0.0,0.06,64.1,30,0.24,12,14.7,2.81
1,2,1.0,0,3,7,37.0,37.0,0,0.0,0.0,4.0,0.0,0.06,65.2,30,0.48,12,18.3,2.55
1,2,1.0,0,3,7,37.0,37.0,0,0.0,0.0,4.0,0.0,0.06,63.7,30,0.72,12,20.7,2.39
1,2,1.0,0,3,7,37.0,37.0,0,0.0,0.0,4.0,0.0,0.06,71.3,30,0.24,12,18.4,2.47
1,2,1.0,0,3,7,37.0,37.0,0,0.0,0.0,4.0,0.0,0.06,70.6,30,0.48,12,21.1,2.79
1,2,1.0,0,3,7,37.0,37.0,0,0.0,0.0,4.0,0.0,0.06,70.8,30,0.72,12,15.0,2.06
1,2,1.0,0,3,7,37.0,37.0,0,0.0,0.0,4.0,0.0,0.06,75.7,30,0.24,12,21.2,2.62
1,2,1.0,0,3,7,37.0,37.0,0,0.0,0.0,4.0,0.0,0.06,76.8,30,0.48,12,14.9,1.96
1,2,1.0,0,3,7,37.0,37.0,0,0.0,0.0,4.0,0.0,0.06,74.0,30,0.72,12,18.0,2.38
3,3,0.0,2,3,5,21.0,0.0,2,0.0,0.0,14.0,0.0,2.0,60.0,30,0.0,12,26.03,1.7
3,3,0.0,2,0,5,21.0,0.0,2,0.0,0.0,14.0,18.62,2.0,60.0,25,0.0,12,26.03,1.86
3,3,0.0,2,0,5,21.0,0.0,2,0.0,0.0,14.0,18.62,2.0,60.0,25,0.0,12,26.03,2.13
3,3,0.0,2,0,5,21.0,0.0,2,0.0,0.0,14.0,18.62,2.0,60.0,25,0.0,12,26.03,2.33
3,3,0.0,2,0,5,21.0,0.0,2,0.0,0.0,14.0,18.62,2.0,60.0,25,0.0,12,26.03,1.43
3,3,0.0,2,0,5,21.0,0.0,2,0.0,0.0,14.0,18.62,2.0,60.0,25,0.0,12,26.03,1.85
3,3,0.0,2,0,5,21.0,0.0,2,0.0,0.0,14.0,18.62,2.0,60.0,25,0.0,12,26.03,1.73
3,3,0.0,2,0,5,21.0,0.0,2,0.0,0.0,14.0,18.62,2.0,60.0,25,0.0,12,26.03,1.92
3,1,0.0,1,3,7,70.0,0.0,2,0.0,0.0,20.0,0.0,1.04,65.7,30,0.0,12,15.73,1.99
3,1,1.0,1,3,7,70.0,0.0,2,0.0,0.0,20.0,0.0,0.67,65.7,30,0.0,12,22.31,2.07
3,1,0.0,1,3,7,70.0,0.0,2,0.0,0.0,10.0,0.0,9.56,65.7,30,0.0,12,13.36,1.98
3,1,1.0,1,3,7,70.0,0.0,2,0.0,0.0,10.0,0.0,0.77,65.7,30,0.0,12,22.31,2.17
2,1,0.0,1,3,7,70.0,0.0,2,0.0,0.0,0.0,0.0,9.46,65.7,30,0.0,12,13.22,2.27
2,1,1.0,1,3,7,70.0,0.0,2,0.0,0.0,0.0,0.0,0.77,65.7,30,0.0,12,22.31,2.21
1,1,1.0,0,3,7,31.0,30.0,0,0.0,0.0,1.0,2.83,0.95,69.47,30,0.31,12,13.16,3.1
1,14,1.0,0,3,0,35.0,35.0,0,0.0,0.0,9.0,0.0,0.16,66.03,30,0.81,12,21.96,1.59
1,14,1.0,0,3,0,35.0,35.0,0,0.0,0.0,9.0,0.0,0.3,65.69,30,0.81,12,21.51,1.58
1,14,1.0,0,3,0,35.0,35.0,0,0.0,0.0,9.0,0.0,0.57,66.14,30,0.81,12,21.64,1.62
3,1,0.0,1,3,7,70.0,0.0,2,0.0,0.0,10.0,0.0,1.2,64.0,30,0.0,12,17.4,3.2
3,1,1.0,1,3,7,70.0,0.0,2,0.0,0.0,10.0,0.0,1.2,64.0,30,0.0,12,17.4,3.36
3,1,0.0,1,3,7,70.0,0.0,2,0.0,0.0,5.0,0.0,1.2,64.0,30,0.0,12,17.4,3.31
3,1,1.0,1,3,7,70.0,0.0,2,0.0,0.0,5.0,0.0,1.2,64.0,30,0.0,12,17.4,3.45
2,1,0.0,1,3,7,70.0,0.0,2,0.0,0.0,0.0,0.0,1.2,64.0,30,0.0,12,17.4,3.14
2,1,1.0,1,3,7,70.0,0.0,2,0.0,0.0,0.0,0.0,1.2,64.0,30,0.0,12,17.4,3.23
3,6,0.0,2,3,7,55.0,0.0,2,0.0,0.0,7.0,0.0,11.25,60.04,30,0.0,12,15.39,1.82
3,6,0.0,2,3,7,55.0,0.0,2,0.0,0.0,15.0,0.0,11.25,60.04,30,0.0,12,15.39,1.81
1,1,1.0,0,3,6,35.0,35.0,0,0.0,0.0,5.0,0.0,0.06,72.1,30,0.2,12,11.37,2.15
3,22,1.0,0,3,5,28.0,0.0,2,0.0,0.0,9.0,0.0,0.13,61.46,30,0.0,12,30.88,2.42
3,22,1.0,0,4,5,28.0,0.0,2,0.0,0.0,9.0,2.0,0.13,60.66,8,0.0,12,30.04,2.33
3,22,1.0,0,4,5,28.0,0.0,2,0.0,0.0,9.0,4.0,0.13,59.71,8,0.0,12,30.35,2.23
3,22,1.0,0,4,5,28.0,0.0,2,0.0,0.0,9.0,6.0,0.13,60.45,8,0.0,12,30.57,2.31
3,22,1.0,0,4,5,28.0,0.0,2,0.0,0.0,9.0,8.0,0.13,60.07,8,0.0,12,30.88,2.37
3,22,1.0,0,4,5,28.0,0.0,2,0.0,0.0,9.0,10.0,0.13,59.45,8,0.0,12,31.04,2.34
2,13,0.0,1,3,0,64.0,0.0,2,0.0,0.0,12.0,0.0,1.0,74.0,30,0.0,12,21.56,2.46
2,13,1.0,1,3,0,64.0,0.0,2,0.0,0.0,12.0,0.0,1.0,74.0,30,0.0,12,18.21,2.6
3,13,1.0,1,3,0,64.0,0.0,2,0.0,0.0,12.0,0.0,1.0,74.0,30,0.0,12,18.21,2.59
1,13,1.0,1,3,0,64.0,64.0,0,0.0,0.0,12.0,0.0,1.0,74.0,30,1.16,12,19.65,2.76
0,16,1.0,0,3,5,25.0,25.0,1,30.0,30.0,0.0,0.0,0.06,60.0,30,0.08,12,19.77,2.67
0,16,1.0,0,3,5,25.0,25.0,1,30.0,30.0,0.0,0.0,0.06,60.0,30,0.83,12,20.12,2.95
0,16,1.0,0,3,5,25.0,25.0,1,30.0,30.0,0.0,0.0,0.06,60.0,30,1.64,12,20.02,2.5
1,1,1.0,0,3,7,28.0,28.0,1,30.0,30.0,2.0,0.0,0.07,60.0,30,0.86,12,15.04,2.41
1,1,1.0,0,3,7,28.0,28.0,1,30.0,30.0,2.0,0.0,0.07,60.0,30,0.93,12,19.96,2.47
1,1,1.0,0,3,7,28.0,28.0,1,30.0,30.0,2.0,0.0,0.07,60.0,30,0.9,12,24.99,2.76
1,1,1.0,0,3,7,28.0,28.0,1,30.0,30.0,2.0,0.0,0.07,60.0,30,0.91,12,30.23,2.84
1,7,1.0,0,3,2,28.0,28.0,1,30.0,60.0,4.0,0.0,0.06,66.9,30,1.21,12,25.0,1.6
1,15,1.0,0,3,2,28.0,28.0,1,30.0,60.0,4.0,0.0,0.06,58.6,30,0.96,12,20.9,1.8
1,15,1.0,0,3,2,28.0,28.0,1,30.0,60.0,4.0,0.0,0.06,53.1,30,0.86,12,18.7,2.1
1,15,1.0,0,3,2,28.0,28.0,1,30.0,60.0,4.0,0.0,0.06,47.5,30,0.76,12,16.8,2.2
1,6,0.75,0,3,7,42.77,22.5,1,2.17,8.47,5.45,5.25,1.46,64.48,30,0.44,12,20.54,3.37
1,6,0.75,0,4,7,42.77,22.5,1,2.17,8.47,5.45,5.25,1.46,64.48,43,0.44,12,20.54,3.28
1,6,0.75,0,1,7,42.77,22.5,1,2.17,8.47,5.45,5.25,1.46,64.48,9,0.44,12,20.54,3.47
0,14,1.0,0,3,5,50.0,50.0,0,0.0,0.0,0.0,0.0,0.02,73.67,30,0.2,12,9.89,2.09
3,7,0.0,1,3,7,65.0,0.0,2,0.0,0.0,18.0,0.0,16.11,80.3,30,0.0,12,15.4,2.19
3,13,0.0,1,3,7,65.0,0.0,2,0.0,0.0,18.0,0.0,15.88,70.4,30,0.0,12,28.3,2.29
3,9,0.0,1,3,7,65.0,0.0,2,0.0,0.0,18.0,0.0,15.88,71.6,30,0.0,12,30.2,2.23
3,6,0.0,1,3,7,65.0,0.0,2,0.0,0.0,18.0,0.0,15.88,70.1,30,0.0,12,24.7,2.31
2,22,0.0,2,3,0,90.0,0.0,2,0.0,0.0,0.0,0.0,10.0,69.2,30,0.0,12,25.9,2.74
3,22,0.0,2,3,0,90.0,0.0,2,0.0,0.0,1.0,0.0,10.0,69.2,30,0.0,12,25.9,2.35
3,22,0.0,2,3,0,90.0,0.0,2,0.0,0.0,3.0,0.0,10.0,69.2,30,0.0,12,25.9,2.27
2,22,0.0,2,3,0,85.0,0.0,2,0.0,0.0,0.0,0.0,10.0,74.8,30,0.0,12,22.3,3.03
3,22,0.0,2,3,0,85.0,0.0,2,0.0,0.0,1.0,0.0,10.0,74.8,30,0.0,12,22.3,2.6
3,22,0.0,2,3,0,85.0,0.0,2,0.0,0.0,3.0,0.0,10.0,74.8,30,0.0,12,22.3,2.74
0,14,1.0,2,3,5,21.0,21.0,1,30.0,30.0,0.0,0.0,0.02,59.79,30,0.16,12,30.3,1.03
0,14,1.0,2,3,5,21.0,21.0,1,30.0,30.0,0.0,0.0,0.02,59.79,30,0.31,12,30.3,0.9
0,14,1.0,2,3,5,21.0,21.0,1,30.0,30.0,0.0,0.0,0.02,59.79,30,0.16,12,30.3,1.11
1,6,0.0,1,3,6,37.0,37.0,1,20.0,40.0,5.0,0.0,1.0,65.0,30,0.19,12,25.0,1.17
1,6,0.0,1,4,6,37.0,37.0,1,20.0,40.0,5.0,5.0,1.0,65.0,3,0.19,12,25.0,1.35
1,6,0.0,1,4,6,37.0,37.0,1,20.0,40.0,5.0,10.0,1.0,65.0,3,0.19,12,25.0,1.3
3,1,0.0,2,1,0,51.0,0.0,2,0.0,0.0,14.0,9.67,13.82,65.0,41,0.0,12,15.0,1.54
3,1,0.0,2,3,0,51.0,0.0,2,0.0,0.0,14.0,0.0,16.09,65.0,30,0.0,12,20.0,1.57
3,1,0.0,2,3,0,51.0,0.0,2,0.0,0.0,14.0,0.0,16.05,65.0,30,0.0,12,25.0,1.65
3,1,0.0,2,3,0,51.0,0.0,2,0.0,0.0,14.0,0.0,16.05,65.0,30,0.0,12,30.0,1.65
3,1,0.0,2,3,0,51.0,0.0,2,0.0,0.0,14.0,0.0,16.05,65.0,30,0.0,12,35.0,1.52
0,6,0.0,1,3,6,26.0,26.0,1,20.0,40.0,0.0,0.0,1.3,70.0,30,0.1,12,20.42,1.6
0,6,0.0,1,3,6,26.0,26.0,1,20.0,40.0,0.0,0.0,1.3,70.0,30,0.1,12,20.42,1.44
0,6,0.0,1,3,6,26.0,26.0,1,20.0,40.0,0.0,0.0,1.3,70.0,30,0.1,12,20.42,1.31
0,14,1.0,0,3,6,22.0,22.0,0,0.0,0.0,0.0,0.0,0.0,63.45,30,0.37,12,11.68,2.39
0,14,1.0,0,3,6,22.0,22.0,0,0.0,0.0,0.0,0.0,0.0,62.82,30,0.35,12,10.89,2.35
0,14,1.0,0,3,6,22.0,22.0,0,0.0,0.0,0.0,0.0,0.0,63.53,30,0.37,12,11.38,1.8
0,14,1.0,0,3,6,22.0,22.0,0,0.0,0.0,0.0,0.0,0.0,61.74,30,0.31,12,12.39,1.91
0,14,1.0,0,3,6,22.0,22.0,0,0.0,0.0,0.0,0.0,0.0,62.52,30,0.29,12,12.04,2.44
0,14,1.0,0,3,6,22.0,22.0,0,0.0,0.0,0.0,0.0,0.0,62.08,30,0.31,12,9.49,1.59
0,16,1.0,0,3,6,22.0,22.0,0,0.0,0.0,0.0,0.0,0.0,60.35,30,0.36,12,12.19,1.61
0,16,1.0,0,3,6,22.0,22.0,0,0.0,0.0,0.0,0.0,0.0,61.11,30,0.34,12,12.47,1.87
0,16,1.0,0,3,6,22.0,22.0,0,0.0,0.0,0.0,0.0,0.0,62.01,30,0.31,12,12.04,1.94
0,16,1.0,0,3,6,22.0,22.0,0,0.0,0.0,0.0,0.0,0.0,62.56,30,0.29,12,11.48,1.99
0,17,1.0,0,3,6,22.0,22.0,0,0.0,0.0,0.0,0.0,0.0,61.58,30,0.31,12,12.56,2.04
0,14,1.0,0,3,6,22.0,22.0,0,0.0,0.0,0.0,0.0,0.0,63.18,30,0.35,12,9.95,1.48
0,16,1.0,0,3,6,22.0,22.0,0,0.0,0.0,0.0,0.0,0.0,57.57,30,0.33,12,13.48,1.98
0,16,1.0,0,3,6,22.0,22.0,0,0.0,0.0,0.0,0.0,0.0,61.18,30,0.34,12,11.3,1.91
0,16,1.0,0,3,6,22.0,22.0,0,0.0,0.0,0.0,0.0,0.0,60.59,30,0.36,12,10.25,2.29
0,16,1.0,0,3,6,22.0,22.0,0,0.0,0.0,0.0,0.0,0.0,59.92,30,0.36,12,10.59,2.06
0,16,1.0,0,3,6,22.0,22.0,0,0.0,0.0,0.0,0.0,0.0,61.03,30,0.34,12,10.29,1.71
0,14,0.75,0,3,6,42.77,22.5,1,2.17,8.47,5.45,5.25,1.46,64.48,30,0.44,12,20.54,1.61
0,14,0.75,0,1,6,42.77,22.5,1,2.17,8.47,5.45,5.25,1.46,64.48,24,0.44,12,20.54,1.97
0,14,0.75,0,1,6,42.77,22.5,1,2.17,8.47,5.45,5.25,1.46,64.48,24,0.44,5,20.54,1.65
0,14,0.75,0,1,6,42.77,22.5,1,2.17,8.47,5.45,5.25,1.46,64.48,17,0.44,12,20.54,1.35
1,7,1.0,0,3,0,66.0,66.0,0,0.0,0.0,11.0,0.0,0.03,72.7,30,0.4,12,18.0,2.82
1,7,1.0,0,3,0,66.0,66.0,0,0.0,0.0,11.0,0.0,0.03,71.7,30,0.4,12,18.0,3.01
1,7,1.0,0,3,0,66.0,66.0,0,0.0,0.0,11.0,0.0,0.03,71.7,30,0.2,12,18.0,2.83
1,14,1.0,0,3,0,66.0,66.0,0,0.0,0.0,11.0,0.0,0.03,68.8,30,0.2,12,22.0,3.18
1,14,1.0,0,3,0,66.0,66.0,0,0.0,0.0,11.0,0.0,0.03,69.5,30,0.2,12,26.0,2.37
1,14,1.0,0,3,0,66.0,66.0,0,0.0,0.0,11.0,0.0,0.03,67.3,30,0.2,12,29.0,2.23
1,7,1.0,0,3,0,66.0,66.0,0,0.0,0.0,11.0,0.0,0.03,71.8,30,0.2,12,18.0,3.3
3,1,1.0,1,3,1,40.0,0.0,2,0.0,0.0,9.0,0.0,0.2,65.0,30,0.0,12,29.71,2.52
3,1,1.0,1,0,1,40.0,0.0,2,0.0,0.0,9.0,1.0,0.2,65.0,25,0.0,12,29.85,2.75
3,1,1.0,1,4,1,40.0,0.0,2,0.0,0.0,9.0,5.0,0.2,65.0,3,0.0,12,33.08,2.6
3,1,1.0,1,2,1,40.0,0.0,2,0.0,0.0,9.0,6.0,0.2,65.0,3,0.0,10,33.44,2.95
