Material_Main,Turning times, Composting Method,M1_is Enclosed,V2_Ventilation Interval (min),Period (d),V4_Ventilation Day,V3_Ventilation Duration (min),Application Rate (%DW),Material_2,Compost volume (m3),V5_Ventilation rate (L/min/kg iniDW),Initial Moisture Content (%),Initial C/N (%),Initial TN (%),V1_Ventilation Type,Initial TC (%),Additive_1,Initial density (kg/L),TN loss (%)
0,3.88889,0,1,0,35.0,35.0,0.0,0.0,7,0.1559,0.442,66.03,21.96203,1.817,0,39.905,0,0.70071,42.26403
0,3.88889,0,1,0,35.0,35.0,0.0,0.0,7,0.2984,0.435,65.69,21.51131,1.813,0,39.0,0,0.72895,44.08916
0,3.88889,0,1,0,35.0,35.0,0.0,0.0,7,0.5697,0.44,66.14,21.64477,1.796,0,38.874,0,0.75396,43.1352
10,7.0,1,0,0,70.0,0.0,0.0,0.0,11,1.2,0.0,64.0,17.4,2.22,0,38.0,0,0.43603,32.15
10,7.0,1,1,0,70.0,0.0,0.0,0.0,11,1.2,0.0,64.0,17.4,2.22,0,38.0,0,0.43603,31.59
10,14.0,1,0,0,70.0,0.0,0.0,0.0,11,1.2,0.0,64.0,17.4,2.22,0,38.0,0,0.45903,29.96
10,14.0,1,1,0,70.0,0.0,0.0,0.0,11,1.2,0.0,64.0,17.4,2.22,0,38.0,0,0.45903,26.24
10,0.0,1,0,0,70.0,0.0,0.0,0.0,11,1.2,0.0,64.0,17.4,2.22,0,38.0,0,0.47273,18.22
10,0.0,1,1,0,70.0,0.0,0.0,0.0,11,1.2,0.0,64.0,17.4,2.22,0,38.0,0,0.47273,14.66
8,7.0,0,1,0,35.0,35.0,0.0,0.0,11,0.06,0.2,72.1,11.37,2.68,0,30.45,0,0.667,28.22
10,8.0,0,1,0,56.0,0.0,0.0,0.0,11,1.2,0.0,67.6,18.98238,2.03974,0,38.71921,0,0.475,39.2
10,8.0,0,1,0,56.0,0.0,0.0,3.3,11,1.2,0.0,67.6,18.98238,2.03974,0,38.71921,2,0.475,33.8
10,8.0,0,1,0,56.0,0.0,0.0,6.6,11,1.2,0.0,67.6,18.98238,2.03974,0,38.71921,2,0.475,28.9
10,8.0,0,1,0,56.0,0.0,0.0,9.9,11,1.2,0.0,67.6,18.98238,2.03974,0,38.71921,2,0.475,21.8
10,8.0,0,1,0,56.0,0.0,0.0,13.2,11,1.2,0.0,67.6,18.98238,2.03974,0,38.71921,2,0.475,14.3
7,3.11111,0,1,0,28.0,0.0,0.0,0.0,11,0.13,0.0,61.4561,30.8801,1.667,0,51.47713,0,0.5,54.21
7,3.11111,0,1,0,28.0,0.0,0.0,2.0,11,0.13,0.0,60.661,30.0375,1.668,0,50.10255,5,0.5,52.14
7,3.11111,0,1,0,28.0,0.0,0.0,4.0,11,0.13,0.0,59.7109,30.3496,1.613,0,48.9539,5,0.5,48.82
7,3.11111,0,1,0,28.0,0.0,0.0,6.0,11,0.13,0.0,60.4548,30.568,1.562,0,47.74722,5,0.5,42.31
7,3.11111,0,1,0,28.0,0.0,0.0,8.0,11,0.13,0.0,60.0684,30.8801,1.563,0,48.2656,5,0.5,39.54
7,3.11111,0,1,0,28.0,0.0,0.0,10.0,11,0.13,0.0,59.4546,31.0362,1.555,0,48.26129,5,0.5,38.67
0,5.33333,1,0,0,64.0,0.0,0.0,0.0,11,1.0,0.0,74.0,24.17538,2.23336,0,45.71888,0,0.1715,27.86
0,5.33333,1,1,0,64.0,0.0,0.0,0.0,11,1.0,0.0,74.0,24.17538,2.28344,0,45.71888,0,0.1715,27.01
0,5.33333,1,1,0,64.0,0.0,0.0,0.0,11,1.0,0.0,74.0,23.67538,2.23179,0,45.71888,0,0.1715,29.97
0,5.33333,1,1,0,64.0,64.0,0.0,0.0,11,1.0,1.157,74.0,19.65,2.11755,0,37.85355,0,0.1715,25.05
7,0.0,0,1,5,25.0,25.0,30.0,0.0,11,0.06,0.08242,60.0,19.76844,2.23049,1,44.09341,0,0.30333,1.74283
7,0.0,0,1,5,25.0,25.0,30.0,0.0,11,0.06,0.82645,60.0,20.12346,2.2314,1,44.90358,0,0.3025,14.64815
7,0.0,0,1,5,25.0,25.0,30.0,0.0,11,0.06,1.64384,60.0,20.01965,2.23068,1,44.65753,0,0.30417,24.93245
10,14.0,0,1,5,28.0,28.0,30.0,0.0,11,0.07122,0.8589,60.0,15.04166,2.6237,1,39.4648,0,0.22888,42.34
10,14.0,0,1,5,28.0,28.0,30.0,0.0,11,0.07122,0.92562,60.0,19.96354,1.99111,1,39.7496,0,0.21239,29.04
10,14.0,0,1,5,28.0,28.0,30.0,0.0,11,0.07122,0.90323,60.0,24.98683,1.60222,1,40.0344,0,0.21765,25.46
10,14.0,0,1,5,28.0,28.0,30.0,0.0,11,0.07122,0.90909,60.0,30.22585,1.32741,1,40.1221,0,0.21625,25.75
2,7.0,0,1,7,28.0,28.0,30.0,0.0,11,0.06,1.20727,66.9,25.0,1.5,1,37.5,0,0.55333,37.9
2,7.0,0,1,7,28.0,28.0,30.0,0.0,0,0.06,0.96434,58.6,20.9,1.7,1,36.1,0,0.51833,20.9
2,7.0,0,1,7,28.0,28.0,30.0,0.0,0,0.06,0.85547,53.1,18.7,1.9,1,35.1,0,0.48833,8.8
2,7.0,0,1,7,28.0,28.0,30.0,0.0,0,0.06,0.76023,47.5,16.8,2.0,1,34.1,0,0.54167,5.4
0,3.64286,2,0,0,51.0,0.0,0.0,9.38,11,13.552,0.0,65.0,15.0,1.66572,0,24.9858,29,0.46667,24.0636
0,3.64286,2,0,0,51.0,0.0,0.0,0.0,11,4.628,0.0,65.0,20.0,1.60453,0,32.0906,0,0.46616,16.7491
0,3.64286,2,0,0,51.0,0.0,0.0,0.0,11,2.384,0.0,65.0,25.0,1.58074,0,39.5185,0,0.38359,12.0848
0,3.64286,2,0,0,51.0,0.0,0.0,0.0,11,2.38,0.0,65.0,30.0,1.51445,0,45.4335,0,0.38359,12.0848
0,3.64286,2,0,0,51.0,0.0,0.0,0.0,11,4.624,0.0,65.0,35.0,1.39037,0,48.66295,0,0.42904,10.0707
8,0.0,1,0,6,26.0,26.0,20.0,0.0,0,1.3,0.41608,70.0,20.42,1.13,1,23.08,0,0.80637,16.9
8,0.0,1,0,6,26.0,26.0,20.0,0.0,0,1.3,0.41608,70.0,20.42,1.13,1,23.08,0,0.80637,20.12
8,0.0,1,0,6,26.0,26.0,20.0,0.0,0,1.3,0.41608,70.0,20.42,1.13,1,23.08,0,0.80637,25.1
8,0.0,0,1,0,22.0,22.0,0.0,0.0,7,0.002,0.64564,63.453,11.67616,2.29,0,26.7384,12,0.71392,36.4
8,0.0,0,1,0,22.0,22.0,0.0,0.0,7,0.002,0.52436,62.8218,10.8911,2.46,0,26.7921,12,0.66843,35.0
8,0.0,0,1,0,22.0,22.0,0.0,0.0,7,0.002,0.64964,63.5272,11.37506,2.39,0,27.1864,0,0.71392,52.4
8,0.0,0,1,0,22.0,22.0,0.0,0.0,7,0.002,0.5149,61.745,12.39416,2.26,0,28.0108,12,0.66843,40.3
8,0.0,0,1,0,22.0,22.0,0.0,0.0,7,0.002,0.58105,62.5248,12.03611,2.29,0,27.5627,12,0.66843,27.7
8,0.0,0,1,0,22.0,22.0,0.0,0.0,7,0.002,0.40285,62.0792,9.48508,2.46,0,23.3333,0,0.66843,53.1
8,0.0,0,1,0,22.0,22.0,0.0,0.0,11,0.002,0.46758,60.3523,12.19238,2.14,0,26.0917,0,0.66843,43.3
8,0.0,0,1,0,22.0,22.0,0.0,0.0,11,0.002,0.5149,61.1092,12.4725,2.12,0,26.4417,12,0.66843,40.9
8,0.0,0,1,0,22.0,22.0,0.0,0.0,11,0.002,0.5149,62.0116,12.03702,2.25,0,27.0833,12,0.66843,35.8
8,0.0,0,1,0,22.0,22.0,0.0,0.0,11,0.002,0.58105,62.5648,11.47597,2.36,0,27.0833,12,0.66843,24.9
8,0.0,0,1,0,22.0,22.0,0.0,0.0,0,0.002,0.5149,61.575,12.56143,2.17,0,27.2583,12,0.66843,30.2
8,0.0,0,1,0,22.0,22.0,0.0,0.0,7,0.002,0.58554,63.1761,9.94831,2.31,0,22.9806,0,0.71392,51.1
8,0.0,0,1,0,22.0,22.0,0.0,0.0,11,0.002,0.59229,57.5744,13.48335,2.0,0,26.9667,12,0.66735,18.4
8,0.0,0,1,0,22.0,22.0,0.0,0.0,11,0.002,0.46758,61.183,11.29719,2.03,0,22.9333,12,0.66843,16.7
8,0.0,0,1,0,22.0,22.0,0.0,0.0,11,0.002,0.42562,60.5878,10.25299,2.24,0,22.9667,12,0.66843,10.8
8,0.0,0,1,0,22.0,22.0,0.0,0.0,11,0.002,0.59229,59.9182,10.58916,2.15,0,22.7667,12,0.66843,29.4
8,0.0,0,1,0,22.0,22.0,0.0,0.0,11,0.002,0.4868,61.0342,10.28656,2.21,0,22.7333,12,0.66843,40.5
0,6.0,0,1,0,66.0,66.0,0.0,0.0,11,0.028,0.4,72.7,18.0,1.9,0,34.2,0,0.26071,27.96834
0,6.0,0,1,0,66.0,66.0,0.0,0.0,11,0.028,0.4,71.7,18.0,1.92,0,34.56,0,0.25,24.21053
0,6.0,0,1,0,66.0,66.0,0.0,0.0,11,0.028,0.2,71.7,18.0,1.92,0,34.56,0,0.25,19.47368
0,6.0,0,1,0,66.0,66.0,0.0,0.0,7,0.028,0.2,68.8,22.0,1.76,0,38.72,0,0.25,13.02083
0,6.0,0,1,0,66.0,66.0,0.0,0.0,7,0.028,0.2,69.5,26.0,1.55,0,40.3,0,0.25,9.66767
0,6.0,0,1,0,66.0,66.0,0.0,0.0,7,0.028,0.2,67.3,29.0,1.33,0,38.57,0,0.25,14.47368
0,6.0,0,1,0,66.0,66.0,0.0,0.0,11,0.028,0.2,71.8,18.0,1.92,0,34.56,0,0.25,20.84433
1,4.44444,1,1,0,40.0,0.0,0.0,0.0,11,0.2,0.0,65.0,29.7094,1.33073,0,39.53519,0,0.25,29.8437
1,4.44444,1,1,0,40.0,0.0,0.0,1.0,11,0.2,0.0,65.0,29.8465,1.34581,0,40.16772,19,0.25,21.05
1,4.44444,1,1,0,40.0,0.0,0.0,5.0,11,0.2,0.0,65.0,33.0811,1.24777,0,41.2776,0,0.25,25.7031
1,4.44444,1,1,0,40.0,0.0,0.0,6.0,11,0.2,0.0,65.0,33.4375,1.23268,0,41.21774,0,0.25,15.61
7,7.5,0,1,11,30.0,30.0,10.0,0.0,11,0.1,0.00833,60.0,41.11596,0.77987,1,32.0651,0,0.5,18.8
7,7.5,0,1,11,30.0,30.0,10.0,10.0,11,0.1,0.00833,60.0,38.25338,0.78831,1,30.1556,4,0.5,17.5
7,7.5,0,1,11,30.0,30.0,10.0,10.0,11,0.1,0.00833,60.0,42.9974,0.77338,1,33.2532,0,0.5,15.8
0,0.0,0,1,0,20.0,20.0,0.0,0.0,11,0.06,0.21,60.22,29.35,1.45,0,42.38,0,0.66843,23.2258
0,0.0,0,1,2,20.0,20.0,10.0,0.0,11,0.06,0.42,60.22,29.35,1.45,1,42.38,0,0.66843,21.1235
0,0.0,0,1,3,20.0,20.0,5.0,0.0,11,0.06,0.84,60.22,29.35,1.45,1,42.38,0,0.66843,21.7909
5,0.0,0,1,0,60.0,0.0,0.0,0.0,6,0.22,0.0,71.32,21.81509,1.8146,0,33.51488,0,0.45455,49.91
5,0.0,0,1,0,60.0,0.0,0.0,0.0,7,0.22,0.0,71.32,21.81509,1.8146,0,33.51488,0,0.45455,38.61
7,3.0,1,0,0,30.0,0.0,0.0,0.0,11,0.1458,0.0,62.32164,20.0,1.68196,0,42.8535,0,0.23627,26.06
7,3.0,1,0,0,30.0,0.0,0.0,0.0,11,0.1458,0.0,61.18467,25.0,1.68878,0,42.8535,0,0.32222,21.99
7,3.0,1,0,0,30.0,0.0,0.0,0.0,11,0.1458,0.0,62.41295,30.0,1.56083,0,44.78243,0,0.33472,13.04
10,6.22222,0,1,0,56.0,0.0,0.0,0.0,11,0.1,0.0,66.95741,24.8781,1.66749,0,42.32072,0,0.40058,23.89
10,6.22222,0,1,0,56.0,0.0,0.0,15.0,11,0.1,0.0,64.52963,22.8873,1.80593,0,35.79315,21,0.53068,30.01
10,6.22222,0,1,0,56.0,0.0,0.0,10.0,11,0.1,0.0,64.23182,26.366,1.57849,0,39.99132,0,0.42636,16.59
10,6.22222,0,1,0,56.0,0.0,0.0,25.0,11,0.1,0.0,62.88594,24.4799,1.71941,0,36.36269,0,0.49567,22.73
0,0.0,0,1,0,21.0,21.0,0.0,0.0,11,0.06,0.21,55.0,11.5,2.34,0,26.8,0,0.25926,16.77
0,0.0,0,1,0,21.0,21.0,0.0,20.0,11,0.06,0.21,55.0,14.7,2.52,0,36.1,13,0.25926,14.92
0,0.0,0,1,0,21.0,21.0,0.0,20.0,11,0.06,0.21,55.0,14.0,2.52,0,35.3,13,0.25926,7.94
0,15.5,0,1,0,31.0,31.0,0.0,0.0,11,0.06,0.09384,65.4,14.2,2.1,0,29.7,0,0.51333,29.8
0,15.5,0,1,0,31.0,31.0,0.0,0.0,11,0.06,0.15639,65.4,14.2,2.1,0,29.7,0,0.51333,31.0
0,15.5,0,1,4,31.0,31.0,10.0,0.0,11,0.06,0.28151,65.4,14.2,2.1,1,29.7,0,0.51333,35.9
10,0.0,0,1,0,48.0,48.0,0.0,0.0,3,0.045,0.3279,50.0,17.07927,2.46,0,42.015,0,0.64044,35.9
7,0.0,0,1,0,48.0,48.0,0.0,0.0,3,0.045,0.34666,50.0,17.32857,2.66,0,46.094,0,0.60578,29.9
9,0.0,0,1,0,48.0,48.0,0.0,0.0,3,0.045,0.38698,50.0,19.33299,1.97,0,38.086,0,0.54267,30.51
5,0.0,0,1,0,48.0,48.0,0.0,0.0,10,0.045,0.32143,50.0,21.56792,1.06,0,22.862,0,0.65333,55.2
8,7.0,0,1,0,35.0,35.0,0.0,0.0,11,0.06,0.2,72.1,10.57997,2.77826,0,29.3939,0,0.646,38.08
8,7.0,0,1,0,35.0,35.0,0.0,10.0,11,0.06,0.2,72.1,11.30095,2.59565,0,29.3333,23,0.646,30.24
8,7.0,0,1,0,35.0,35.0,0.0,10.0,11,0.06,0.2,72.1,10.89254,2.6837,0,29.2323,2,0.646,28.22
8,7.0,0,1,0,35.0,35.0,0.0,12.5,11,0.06,0.2,72.1,11.19228,2.68042,0,30.0,23,0.646,35.14
8,7.0,0,1,0,35.0,35.0,0.0,12.5,11,0.06,0.2,72.1,11.3794,2.67717,0,30.4646,2,0.646,26.16
10,21.0,0,1,0,21.0,21.0,0.0,0.0,11,1.2096,0.24,59.81,19.9,1.91,0,38.1,0,0.42876,34.32
10,21.0,0,1,0,21.0,21.0,0.0,0.0,0,1.2096,0.24,60.21,19.9,1.79,0,35.6,0,0.42876,29.84
5,1.0,1,1,0,105.0,0.0,0.0,0.0,11,0.055,0.0,70.77222,53.2,0.97,0,51.3,0,0.47168,36.66
5,1.0,1,1,0,105.0,0.0,0.0,0.0,11,0.055,0.0,70.77222,54.9,0.92,0,50.6,20,0.50134,55.1
5,1.0,1,1,0,105.0,0.0,0.0,0.0,11,0.055,0.0,70.77222,53.7,0.92,0,49.4,20,0.50134,53.61
5,1.0,1,1,0,105.0,0.0,0.0,0.0,11,0.055,0.0,71.12222,52.0,0.94,0,48.9,20,0.47168,55.32
5,1.0,1,1,0,105.0,0.0,0.0,0.0,11,0.055,0.0,71.70222,51.1,0.91,0,46.6,1,0.47168,43.57
5,1.0,1,1,0,105.0,0.0,0.0,0.0,11,0.055,0.0,70.77222,54.0,0.83,0,44.6,1,0.50134,47.78
5,1.0,1,1,0,105.0,0.0,0.0,0.0,11,0.055,0.0,69.98222,53.5,0.77,0,41.1,1,0.50134,52.76
7,1.0,0,1,0,15.0,15.0,0.0,0.0,7,0.018,0.9532,65.03,12.88,2.16588,0,27.89653,0,0.44444,27.3
7,1.0,0,1,0,15.0,15.0,0.0,29.0,7,0.018,0.90506,63.17,24.41,1.92582,0,47.00927,0,0.49167,19.27
7,1.0,0,1,0,15.0,15.0,0.0,29.0,7,0.018,0.88629,62.39,27.43,1.84851,0,50.70463,0,0.49167,22.4
7,1.0,0,1,0,15.0,15.0,0.0,29.0,7,0.018,0.89127,62.6,28.06,1.81596,0,50.95584,0,0.49167,20.37
7,1.0,0,1,0,15.0,15.0,0.0,29.0,7,0.018,0.8765,61.97,16.31,2.06009,0,33.60007,0,0.49167,25.17
7,5.24451,0,1,0,45.00543,23.95271,3.71964,4.61917,7,1.07218,0.65641,64.22697,21.36486,2.05673,0,39.17911,0,0.47904,23.49
5,16.0,0,1,0,32.0,32.0,9.0,0.0,8,0.1,0.41745,61.1,20.0,2.4739,0,49.47796,0,0.29146,9.58
5,16.0,0,1,0,32.0,32.0,4.0,0.0,8,0.1,0.243,53.5,30.0,1.72274,0,51.68213,0,0.39699,6.85
5,5.24451,0,1,0,45.00543,23.95271,3.71964,4.61917,8,1.07218,0.65641,64.22697,21.36486,2.05673,0,39.17911,0,0.47904,1.18
5,16.0,0,1,0,32.0,32.0,8.0,0.0,1,0.1,0.321,74.7,23.0,2.10582,0,48.43387,0,0.16332,19.02
5,16.0,0,1,0,32.0,32.0,17.5,0.0,1,0.1,0.46823,65.6,30.0,1.6628,0,49.88399,0,0.19849,4.98
5,16.0,0,1,0,32.0,32.0,16.0,0.0,1,0.1,0.293,53.0,40.0,1.35731,0,54.29234,0,0.36683,3.97
5,5.24451,0,1,0,45.00543,23.95271,3.71964,4.61917,11,1.07218,0.65641,64.22697,21.36486,2.05673,0,39.17911,0,0.47904,2.67
5,6.42857,0,0,0,45.0,0.0,0.0,0.0,11,0.06,0.0,65.87741,23.8,1.79,0,42.59,0,0.08333,30.4
5,6.42857,0,0,0,45.0,0.0,0.0,0.0,11,0.06,0.0,64.63467,30.6,1.45,0,44.38,0,0.08333,23.0
10,17.5,0,1,0,70.0,0.0,0.0,0.0,11,1.2096,0.0,63.6,17.26269,2.12625,0,36.7048,0,0.43648,21.3
10,17.5,0,1,0,70.0,70.0,0.0,0.0,11,1.2096,0.18,63.6,17.26269,2.12625,0,36.7048,0,0.25684,23.0
10,17.5,0,1,0,70.0,70.0,0.0,0.0,11,1.2096,0.36,63.6,17.26269,2.12625,0,36.7048,0,0.25684,36.6
10,17.5,0,1,0,70.0,70.0,0.0,0.0,11,1.2096,0.54,63.6,17.26269,2.12625,0,36.7048,0,0.25684,44.1
10,5.24451,0,1,4,45.00543,23.95271,3.71964,4.61917,11,1.07218,0.65641,64.22697,21.36486,2.05673,1,39.17911,0,0.47904,33.6
0,0.0,0,1,0,31.0,31.0,0.0,0.0,11,0.01,0.43,83.0,16.5,2.60606,0,43.0,0,0.492,17.3
0,0.0,0,1,0,31.0,31.0,0.0,0.0,11,0.01,0.21,83.0,16.5,2.60606,0,43.0,0,0.492,0.3
7,0.0,0,1,0,31.0,31.0,0.0,0.0,11,0.01,0.23,71.0,6.1,5.77049,0,35.2,0,0.492,48.0
7,5.24451,0,1,0,45.00543,23.95271,3.71964,4.61917,11,1.07218,0.65641,64.22697,21.36486,2.05673,0,39.17911,0,0.47904,48.0
7,5.24451,0,1,0,45.00543,23.95271,3.71964,4.61917,11,1.07218,0.65641,64.22697,21.36486,2.05673,0,39.17911,0,0.47904,42.0
10,7.5,0,1,1,30.0,30.0,25.0,0.0,11,0.06,0.48,65.9,17.86175,2.17,1,38.76,0,0.56626,40.4
10,7.5,0,1,1,30.0,30.0,25.0,10.0,11,0.06,0.48,64.5087,18.73469,1.96,1,36.72,23,0.59106,32.7
10,7.5,0,1,1,30.0,30.0,25.0,10.2,11,0.06,0.48,64.389,17.73301,2.06,1,36.53,23,0.5991,31.6
10,7.5,0,1,1,30.0,30.0,25.0,5.2,11,0.06,0.48,62.90879,17.80952,2.1,1,37.4,23,0.60408,34.2
7,12.5,0,1,5,25.0,25.0,30.0,0.0,11,0.06,0.08242,65.0,20.0,2.26558,1,40.26161,0,0.34667,1.74
7,12.5,0,1,5,25.0,25.0,30.0,0.0,11,0.06,0.82645,65.0,20.0,2.39205,1,40.32411,0,0.34571,14.65
7,12.5,0,1,5,25.0,25.0,30.0,0.0,11,0.06,1.64384,65.0,20.0,2.39205,1,40.7488,0,0.34762,24.93
10,7.71429,1,0,0,54.0,0.0,0.0,0.0,11,0.13,0.0,66.28,22.99234,2.00199,0,38.47214,0,0.3083,40.8
10,7.71429,1,0,0,54.0,0.0,0.0,15.0,11,0.13,0.0,62.82171,17.77801,2.29398,0,36.26206,2,0.36329,36.2
10,7.71429,1,0,0,54.0,0.0,0.0,15.0,11,0.13,0.0,62.82171,17.77801,2.29398,0,36.26206,2,0.36329,35.2
10,7.71429,1,0,0,54.0,0.0,0.0,0.0,11,0.13,0.0,66.28,22.99234,2.00199,0,38.47214,0,0.3083,49.8
10,7.71429,1,0,0,54.0,0.0,0.0,6.0,11,0.13,0.0,63.24,21.49659,2.24279,0,36.18694,21,0.401,45.7
10,7.71429,1,0,0,54.0,0.0,0.0,6.0,11,0.13,0.0,63.24,21.49659,2.24279,0,36.18694,21,0.401,43.7
8,5.0,0,1,11,45.0,45.0,20.0,0.0,11,0.12,0.94745,65.0,20.62762,2.14963,1,38.92499,0,0.4168,9.73
8,5.0,0,1,11,45.0,45.0,20.0,5.0,11,0.12,1.71576,65.0,21.9187,2.37593,1,37.1463,21,0.3489,5.48
8,5.0,0,1,11,45.0,45.0,20.0,1.0,11,0.12,0.92403,65.0,20.62762,2.05396,1,38.65892,21,0.4418,5.2
8,5.0,0,1,11,45.0,45.0,20.0,1.0,11,0.12,0.92403,65.0,20.62762,2.05396,1,38.65892,28,0.4418,3.59
8,5.0,0,1,11,45.0,45.0,20.0,3.0,11,0.12,0.93795,65.0,21.10208,2.04396,1,38.4367,9,0.49078,4.11
8,5.0,0,1,11,45.0,45.0,20.0,3.0,11,0.12,0.93795,65.0,21.10208,2.04396,1,38.4367,16,0.49078,2.56
8,5.0,0,1,11,45.0,45.0,20.0,5.0,11,0.12,1.71576,65.0,21.9187,2.37593,1,37.1463,2,0.3489,5.03
10,0.0,0,1,0,50.0,50.0,0.0,0.0,11,0.1,0.3,60.0,25.0,1.79369,0,45.68891,0,0.59489,26.78
10,0.0,0,1,0,50.0,50.0,0.0,10.0,11,0.1,0.3,60.0,25.0,1.68726,0,43.74646,0,0.59489,22.46
10,0.0,0,1,0,50.0,50.0,0.0,10.0,11,0.1,0.3,60.0,25.0,1.68726,0,43.74646,30,0.59489,23.1
10,0.0,0,1,0,50.0,50.0,0.0,20.0,11,0.1,0.3,60.0,25.0,1.84627,0,43.27641,0,0.54132,19.72
8,7.0,0,1,0,35.0,35.0,0.0,0.0,11,0.06,0.1,72.86,11.37,2.68,0,30.45,0,0.667,26.3
8,7.0,0,1,0,35.0,35.0,0.0,0.0,11,0.06,0.2,72.86,11.37,2.68,0,30.45,0,0.667,28.2
8,7.0,0,1,0,35.0,35.0,0.0,0.0,11,0.06,0.3,72.86,11.37,2.68,0,30.45,0,0.667,25.4
10,9.33333,0,1,0,28.0,28.0,0.0,0.0,11,0.06,0.25,52.2,24.8,2.23,0,41.27,0,0.51248,43.9
10,9.33333,0,1,0,28.0,28.0,0.0,1.82956,11,0.06,0.25,58.02882,20.79943,2.22788,0,42.90273,9,0.58992,22.3
10,9.33333,0,1,0,28.0,28.0,0.0,1.82956,11,0.06,0.25,58.02882,20.79943,2.25502,0,42.90273,9,0.58992,20.2
10,9.33333,0,1,0,28.0,28.0,0.0,1.82956,11,0.06,0.25,58.02882,20.79943,2.2751,0,42.90273,9,0.58992,22.1
10,9.33333,0,1,0,28.0,28.0,0.0,1.82956,11,0.06,0.25,58.02882,20.79943,2.31124,0,42.90273,9,0.58992,19.3
10,9.33333,0,1,0,28.0,28.0,0.0,1.82956,11,0.06,0.25,58.32282,21.00843,2.35657,0,42.90273,9,0.58895,21.4
